dataset,dataset_display,model,model_display,seed,score,membership
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9153543307086615,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8110236220472441,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5570866141732284,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.797244094488189,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9409448818897638,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7539370078740157,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.889763779527559,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8562992125984252,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2677165354330709,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7047244094488189,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9862204724409449,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5551181102362205,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.031496062992125984,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.968503937007874,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7145669291338582,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3700787401574803,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9153543307086615,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7539370078740157,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.860236220472441,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3484251968503937,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7598425196850394,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6732283464566929,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8346456692913385,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5393700787401575,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.937007874015748,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9311023622047244,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8405511811023622,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.90748031496063,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4921259842519685,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1515748031496063,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3110236220472441,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8641732283464567,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9783464566929134,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8996062992125984,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8346456692913385,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8385826771653543,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5905511811023622,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7480314960629921,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1594488188976378,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7834645669291339,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7539370078740157,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5807086614173228,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.40551181102362205,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9645669291338582,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6122047244094488,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6948818897637795,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.05511811023622047,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.02952755905511811,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.952755905511811,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7007874015748031,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9311023622047244,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8287401574803149,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.49606299212598426,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3051181102362205,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.90748031496063,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.25196850393700787,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6318897637795275,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9724409448818898,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9114173228346457,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.031496062992125984,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9468503937007874,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5846456692913385,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6122047244094488,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1594488188976378,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3169291338582677,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6299212598425197,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.31299212598425197,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.889763779527559,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9133858267716536,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.43503937007874016,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2440944881889764,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6279527559055118,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9881889763779528,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.46062992125984253,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9409448818897638,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8661417322834646,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.734251968503937,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6751968503937008,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6240157480314961,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.04330708661417323,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.844488188976378,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8917322834645669,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.02952755905511811,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8543307086614174,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.23228346456692914,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.10236220472440945,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.045275590551181105,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3562992125984252,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2618110236220472,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2106299212598425,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9960629921259843,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6811023622047244,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9724409448818898,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7874015748031497,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8188976377952756,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6653543307086615,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8799212598425197,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.07086614173228346,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.25984251968503935,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6417322834645669,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8681102362204725,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3956692913385827,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9862204724409449,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8661417322834646,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9192913385826772,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8543307086614174,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9192913385826772,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5374015748031497,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9724409448818898,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9724409448818898,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7421259842519685,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.07283464566929133,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3779527559055118,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8858267716535433,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6062992125984252,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.860236220472441,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6535433070866141,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9251968503937008,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.984251968503937,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7598425196850394,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9409448818897638,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6673228346456693,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9488188976377953,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6535433070866141,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.515748031496063,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.051181102362204724,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.905511811023622,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1437007874015748,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8720472440944882,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4311023622047244,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.12992125984251968,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.051181102362204724,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3799212598425197,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7263779527559056,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.531496062992126,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5216535433070866,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9271653543307087,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.968503937007874,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2874015748031496,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.905511811023622,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8740157480314961,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.045275590551181105,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9035433070866141,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7913385826771654,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6771653543307087,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.15354330708661418,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4547244094488189,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5570866141732284,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.07677165354330709,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6318897637795275,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9901574803149606,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.031496062992125984,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8208661417322834,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.889763779527559,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1141732283464567,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8484251968503937,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9645669291338582,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.90748031496063,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3228346456692913,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9724409448818898,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.968503937007874,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9862204724409449,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5885826771653543,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.421259842519685,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.47244094488188976,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.968503937007874,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.39173228346456695,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6771653543307087,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7125984251968503,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.23031496062992127,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.734251968503937,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9133858267716536,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4035433070866142,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.25393700787401574,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7007874015748031,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9921259842519685,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3248031496062992,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8661417322834646,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9330708661417323,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9488188976377953,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9311023622047244,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.39173228346456695,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2421259842519685,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5177165354330708,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.42322834645669294,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9586614173228346,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9330708661417323,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.015748031496062992,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3799212598425197,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9429133858267716,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8366141732283464,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4311023622047244,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9153543307086615,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9586614173228346,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7539370078740157,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.2618110236220472,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8307086614173228,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9114173228346457,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6673228346456693,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.18503937007874016,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7854330708661418,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.984251968503937,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8720472440944882,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4744094488188976,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.03543307086614173,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.35826771653543305,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6062992125984252,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8346456692913385,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6889763779527559,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5846456692913385,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.65748031496063,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7165354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.41929133858267714,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3248031496062992,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1279527559055118,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8799212598425197,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9901574803149606,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5078740157480315,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3661417322834646,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9232283464566929,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.15354330708661418,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9980314960629921,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.3661417322834646,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.16338582677165353,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.515748031496063,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1594488188976378,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7598425196850394,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.6062992125984252,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.49606299212598426,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7913385826771654,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9862204724409449,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8956692913385826,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.26968503937007876,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8700787401574803,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.5137795275590551,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8149606299212598,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9940944881889764,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.90748031496063,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.0531496062992126,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.47244094488188976,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.15354330708661418,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.33858267716535434,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.8681102362204725,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9665354330708661,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.46062992125984253,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.952755905511811,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.4507874015748031,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.1594488188976378,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9291338582677166,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,1.0,Member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.01968503937007874,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.9803149606299213,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.765748031496063,Non-member
credit_rating,credit_rating,lightgbm,LightGBM,1,0.7381889763779528,Non-member
