dataset,dataset_display,model,model_display,seed,score,membership
locations,locations,lightgbm,LightGBM,1,0.8341121495327103,Member
locations,locations,lightgbm,LightGBM,1,0.397196261682243,Non-member
locations,locations,lightgbm,LightGBM,1,0.8411214953271028,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.5490654205607477,Non-member
locations,locations,lightgbm,LightGBM,1,0.719626168224299,Member
locations,locations,lightgbm,LightGBM,1,0.8411214953271028,Member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.647196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.39953271028037385,Non-member
locations,locations,lightgbm,LightGBM,1,0.34579439252336447,Non-member
locations,locations,lightgbm,LightGBM,1,0.5,Non-member
locations,locations,lightgbm,LightGBM,1,0.5373831775700935,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.6308411214953271,Member
locations,locations,lightgbm,LightGBM,1,0.8761682242990654,Member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Member
locations,locations,lightgbm,LightGBM,1,0.7593457943925234,Non-member
locations,locations,lightgbm,LightGBM,1,0.9345794392523364,Member
locations,locations,lightgbm,LightGBM,1,0.852803738317757,Member
locations,locations,lightgbm,LightGBM,1,0.9789719626168224,Non-member
locations,locations,lightgbm,LightGBM,1,0.7242990654205608,Non-member
locations,locations,lightgbm,LightGBM,1,0.48364485981308414,Non-member
locations,locations,lightgbm,LightGBM,1,0.7476635514018691,Member
locations,locations,lightgbm,LightGBM,1,0.955607476635514,Member
locations,locations,lightgbm,LightGBM,1,0.8434579439252337,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8738317757009346,Member
locations,locations,lightgbm,LightGBM,1,0.985981308411215,Non-member
locations,locations,lightgbm,LightGBM,1,0.9579439252336449,Non-member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Member
locations,locations,lightgbm,LightGBM,1,0.9579439252336449,Non-member
locations,locations,lightgbm,LightGBM,1,0.6285046728971962,Non-member
locations,locations,lightgbm,LightGBM,1,0.9906542056074766,Member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Non-member
locations,locations,lightgbm,LightGBM,1,0.102803738317757,Non-member
locations,locations,lightgbm,LightGBM,1,0.9602803738317757,Member
locations,locations,lightgbm,LightGBM,1,0.7406542056074766,Non-member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Member
locations,locations,lightgbm,LightGBM,1,0.06542056074766354,Non-member
locations,locations,lightgbm,LightGBM,1,0.4953271028037383,Non-member
locations,locations,lightgbm,LightGBM,1,0.75,Non-member
locations,locations,lightgbm,LightGBM,1,0.15186915887850466,Non-member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.3574766355140187,Non-member
locations,locations,lightgbm,LightGBM,1,0.37616822429906543,Non-member
locations,locations,lightgbm,LightGBM,1,0.24532710280373832,Non-member
locations,locations,lightgbm,LightGBM,1,0.4532710280373832,Non-member
locations,locations,lightgbm,LightGBM,1,0.6705607476635514,Member
locations,locations,lightgbm,LightGBM,1,0.2780373831775701,Non-member
locations,locations,lightgbm,LightGBM,1,0.6939252336448598,Member
locations,locations,lightgbm,LightGBM,1,0.3855140186915888,Non-member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Non-member
locations,locations,lightgbm,LightGBM,1,0.7009345794392523,Non-member
locations,locations,lightgbm,LightGBM,1,0.9485981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.9579439252336449,Member
locations,locations,lightgbm,LightGBM,1,0.09813084112149532,Non-member
locations,locations,lightgbm,LightGBM,1,0.2102803738317757,Non-member
locations,locations,lightgbm,LightGBM,1,0.8014018691588785,Member
locations,locations,lightgbm,LightGBM,1,0.7079439252336449,Member
locations,locations,lightgbm,LightGBM,1,0.9415887850467289,Member
locations,locations,lightgbm,LightGBM,1,0.985981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.75,Member
locations,locations,lightgbm,LightGBM,1,0.5,Non-member
locations,locations,lightgbm,LightGBM,1,0.8995327102803738,Member
locations,locations,lightgbm,LightGBM,1,0.2570093457943925,Non-member
locations,locations,lightgbm,LightGBM,1,0.9649532710280374,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.27102803738317754,Non-member
locations,locations,lightgbm,LightGBM,1,0.8901869158878505,Member
locations,locations,lightgbm,LightGBM,1,0.866822429906542,Member
locations,locations,lightgbm,LightGBM,1,0.8177570093457944,Member
locations,locations,lightgbm,LightGBM,1,0.6752336448598131,Non-member
locations,locations,lightgbm,LightGBM,1,0.9766355140186916,Member
locations,locations,lightgbm,LightGBM,1,0.23598130841121495,Non-member
locations,locations,lightgbm,LightGBM,1,0.2336448598130841,Non-member
locations,locations,lightgbm,LightGBM,1,0.9883177570093458,Member
locations,locations,lightgbm,LightGBM,1,0.7406542056074766,Member
locations,locations,lightgbm,LightGBM,1,0.24299065420560748,Non-member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Non-member
locations,locations,lightgbm,LightGBM,1,0.5537383177570093,Non-member
locations,locations,lightgbm,LightGBM,1,0.20093457943925233,Non-member
locations,locations,lightgbm,LightGBM,1,0.9976635514018691,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8107476635514018,Non-member
locations,locations,lightgbm,LightGBM,1,0.36682242990654207,Non-member
locations,locations,lightgbm,LightGBM,1,0.18925233644859812,Non-member
locations,locations,lightgbm,LightGBM,1,0.6588785046728972,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.9485981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.9509345794392523,Member
locations,locations,lightgbm,LightGBM,1,0.8411214953271028,Non-member
locations,locations,lightgbm,LightGBM,1,0.6565420560747663,Non-member
locations,locations,lightgbm,LightGBM,1,0.6658878504672897,Member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.7289719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.42990654205607476,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.42289719626168226,Non-member
locations,locations,lightgbm,LightGBM,1,0.9322429906542056,Member
locations,locations,lightgbm,LightGBM,1,0.7710280373831776,Member
locations,locations,lightgbm,LightGBM,1,0.37149532710280375,Non-member
locations,locations,lightgbm,LightGBM,1,0.5817757009345794,Non-member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Non-member
locations,locations,lightgbm,LightGBM,1,0.5677570093457944,Non-member
locations,locations,lightgbm,LightGBM,1,0.6214953271028038,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Member
locations,locations,lightgbm,LightGBM,1,0.35514018691588783,Non-member
locations,locations,lightgbm,LightGBM,1,0.9205607476635514,Non-member
locations,locations,lightgbm,LightGBM,1,0.4182242990654206,Non-member
locations,locations,lightgbm,LightGBM,1,0.6845794392523364,Member
locations,locations,lightgbm,LightGBM,1,0.6682242990654206,Member
locations,locations,lightgbm,LightGBM,1,0.7429906542056075,Non-member
locations,locations,lightgbm,LightGBM,1,0.5186915887850467,Non-member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Non-member
locations,locations,lightgbm,LightGBM,1,0.9205607476635514,Member
locations,locations,lightgbm,LightGBM,1,0.014018691588785047,Non-member
locations,locations,lightgbm,LightGBM,1,0.24532710280373832,Non-member
locations,locations,lightgbm,LightGBM,1,0.9462616822429907,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Non-member
locations,locations,lightgbm,LightGBM,1,0.4485981308411215,Non-member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Member
locations,locations,lightgbm,LightGBM,1,0.5280373831775701,Non-member
locations,locations,lightgbm,LightGBM,1,0.8317757009345794,Member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Member
locations,locations,lightgbm,LightGBM,1,0.48364485981308414,Non-member
locations,locations,lightgbm,LightGBM,1,0.4766355140186916,Non-member
locations,locations,lightgbm,LightGBM,1,0.6892523364485982,Member
locations,locations,lightgbm,LightGBM,1,0.4182242990654206,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.32009345794392524,Non-member
locations,locations,lightgbm,LightGBM,1,0.4088785046728972,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.7126168224299065,Non-member
locations,locations,lightgbm,LightGBM,1,0.6635514018691588,Non-member
locations,locations,lightgbm,LightGBM,1,0.9976635514018691,Member
locations,locations,lightgbm,LightGBM,1,0.866822429906542,Non-member
locations,locations,lightgbm,LightGBM,1,0.9579439252336449,Member
locations,locations,lightgbm,LightGBM,1,0.5490654205607477,Non-member
locations,locations,lightgbm,LightGBM,1,0.5794392523364486,Non-member
locations,locations,lightgbm,LightGBM,1,0.9976635514018691,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8247663551401869,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8598130841121495,Member
locations,locations,lightgbm,LightGBM,1,0.7593457943925234,Non-member
locations,locations,lightgbm,LightGBM,1,0.3901869158878505,Non-member
locations,locations,lightgbm,LightGBM,1,0.5700934579439252,Non-member
locations,locations,lightgbm,LightGBM,1,0.48364485981308414,Non-member
locations,locations,lightgbm,LightGBM,1,0.2803738317757009,Non-member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Member
locations,locations,lightgbm,LightGBM,1,0.04439252336448598,Non-member
locations,locations,lightgbm,LightGBM,1,0.24766355140186916,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.647196261682243,Non-member
locations,locations,lightgbm,LightGBM,1,0.9485981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.102803738317757,Non-member
locations,locations,lightgbm,LightGBM,1,0.6962616822429907,Non-member
locations,locations,lightgbm,LightGBM,1,0.4369158878504673,Non-member
locations,locations,lightgbm,LightGBM,1,0.17289719626168223,Non-member
locations,locations,lightgbm,LightGBM,1,0.8738317757009346,Member
locations,locations,lightgbm,LightGBM,1,0.8691588785046729,Member
locations,locations,lightgbm,LightGBM,1,0.34579439252336447,Non-member
locations,locations,lightgbm,LightGBM,1,0.24532710280373832,Non-member
locations,locations,lightgbm,LightGBM,1,0.17289719626168223,Non-member
locations,locations,lightgbm,LightGBM,1,0.9836448598130841,Non-member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.04439252336448598,Non-member
locations,locations,lightgbm,LightGBM,1,0.10981308411214953,Non-member
locations,locations,lightgbm,LightGBM,1,0.5490654205607477,Non-member
locations,locations,lightgbm,LightGBM,1,0.6098130841121495,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Non-member
locations,locations,lightgbm,LightGBM,1,0.20093457943925233,Non-member
locations,locations,lightgbm,LightGBM,1,0.04439252336448598,Non-member
locations,locations,lightgbm,LightGBM,1,0.45560747663551404,Non-member
locations,locations,lightgbm,LightGBM,1,0.9042056074766355,Non-member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Non-member
locations,locations,lightgbm,LightGBM,1,0.8785046728971962,Member
locations,locations,lightgbm,LightGBM,1,0.9392523364485982,Non-member
locations,locations,lightgbm,LightGBM,1,0.8130841121495327,Non-member
locations,locations,lightgbm,LightGBM,1,0.007009345794392523,Non-member
locations,locations,lightgbm,LightGBM,1,0.37149532710280375,Non-member
locations,locations,lightgbm,LightGBM,1,0.7032710280373832,Non-member
locations,locations,lightgbm,LightGBM,1,0.4088785046728972,Non-member
locations,locations,lightgbm,LightGBM,1,0.7453271028037384,Member
locations,locations,lightgbm,LightGBM,1,0.8691588785046729,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.37616822429906543,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Member
locations,locations,lightgbm,LightGBM,1,0.8294392523364486,Member
locations,locations,lightgbm,LightGBM,1,0.6004672897196262,Non-member
locations,locations,lightgbm,LightGBM,1,0.3294392523364486,Non-member
locations,locations,lightgbm,LightGBM,1,0.9579439252336449,Non-member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Member
locations,locations,lightgbm,LightGBM,1,0.9532710280373832,Member
locations,locations,lightgbm,LightGBM,1,0.12149532710280374,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.35514018691588783,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,1.0,Non-member
locations,locations,lightgbm,LightGBM,1,0.9602803738317757,Member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Member
locations,locations,lightgbm,LightGBM,1,0.6401869158878505,Member
locations,locations,lightgbm,LightGBM,1,0.39485981308411217,Non-member
locations,locations,lightgbm,LightGBM,1,0.37383177570093457,Non-member
locations,locations,lightgbm,LightGBM,1,0.6214953271028038,Non-member
locations,locations,lightgbm,LightGBM,1,0.3177570093457944,Non-member
locations,locations,lightgbm,LightGBM,1,0.7406542056074766,Member
locations,locations,lightgbm,LightGBM,1,0.8481308411214953,Member
locations,locations,lightgbm,LightGBM,1,0.6822429906542056,Non-member
locations,locations,lightgbm,LightGBM,1,0.5186915887850467,Non-member
locations,locations,lightgbm,LightGBM,1,0.6588785046728972,Member
locations,locations,lightgbm,LightGBM,1,0.616822429906542,Non-member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Member
locations,locations,lightgbm,LightGBM,1,0.6378504672897196,Non-member
locations,locations,lightgbm,LightGBM,1,0.4182242990654206,Non-member
locations,locations,lightgbm,LightGBM,1,0.9789719626168224,Non-member
locations,locations,lightgbm,LightGBM,1,0.21962616822429906,Non-member
locations,locations,lightgbm,LightGBM,1,0.7289719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.8434579439252337,Non-member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Member
locations,locations,lightgbm,LightGBM,1,0.1308411214953271,Non-member
locations,locations,lightgbm,LightGBM,1,0.24065420560747663,Non-member
locations,locations,lightgbm,LightGBM,1,0.8738317757009346,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.7289719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.8271028037383178,Member
locations,locations,lightgbm,LightGBM,1,0.7149532710280374,Member
locations,locations,lightgbm,LightGBM,1,0.5817757009345794,Non-member
locations,locations,lightgbm,LightGBM,1,0.5864485981308412,Non-member
locations,locations,lightgbm,LightGBM,1,0.7172897196261683,Member
locations,locations,lightgbm,LightGBM,1,0.8808411214953271,Non-member
locations,locations,lightgbm,LightGBM,1,0.9462616822429907,Non-member
locations,locations,lightgbm,LightGBM,1,0.397196261682243,Non-member
locations,locations,lightgbm,LightGBM,1,0.7009345794392523,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8504672897196262,Member
locations,locations,lightgbm,LightGBM,1,0.9509345794392523,Member
locations,locations,lightgbm,LightGBM,1,0.441588785046729,Non-member
locations,locations,lightgbm,LightGBM,1,0.8644859813084113,Member
locations,locations,lightgbm,LightGBM,1,0.009345794392523364,Non-member
locations,locations,lightgbm,LightGBM,1,0.4976635514018692,Non-member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Member
locations,locations,lightgbm,LightGBM,1,0.48598130841121495,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.34579439252336447,Non-member
locations,locations,lightgbm,LightGBM,1,0.04906542056074766,Non-member
locations,locations,lightgbm,LightGBM,1,0.5257009345794392,Non-member
locations,locations,lightgbm,LightGBM,1,0.8177570093457944,Member
locations,locations,lightgbm,LightGBM,1,0.13317757009345793,Non-member
locations,locations,lightgbm,LightGBM,1,0.08411214953271028,Non-member
locations,locations,lightgbm,LightGBM,1,0.5490654205607477,Non-member
locations,locations,lightgbm,LightGBM,1,0.9789719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.397196261682243,Non-member
locations,locations,lightgbm,LightGBM,1,0.8294392523364486,Non-member
locations,locations,lightgbm,LightGBM,1,0.866822429906542,Member
locations,locations,lightgbm,LightGBM,1,0.9462616822429907,Member
locations,locations,lightgbm,LightGBM,1,0.6822429906542056,Member
locations,locations,lightgbm,LightGBM,1,0.985981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.6121495327102804,Non-member
locations,locations,lightgbm,LightGBM,1,0.866822429906542,Member
locations,locations,lightgbm,LightGBM,1,0.969626168224299,Member
locations,locations,lightgbm,LightGBM,1,0.7406542056074766,Member
locations,locations,lightgbm,LightGBM,1,0.9883177570093458,Member
locations,locations,lightgbm,LightGBM,1,0.45794392523364486,Non-member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Member
locations,locations,lightgbm,LightGBM,1,0.8387850467289719,Member
locations,locations,lightgbm,LightGBM,1,0.06074766355140187,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.985981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.633177570093458,Member
locations,locations,lightgbm,LightGBM,1,0.9789719626168224,Non-member
locations,locations,lightgbm,LightGBM,1,0.9509345794392523,Member
locations,locations,lightgbm,LightGBM,1,0.7429906542056075,Member
locations,locations,lightgbm,LightGBM,1,0.6962616822429907,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Member
locations,locations,lightgbm,LightGBM,1,0.7289719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.09579439252336448,Non-member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Member
locations,locations,lightgbm,LightGBM,1,0.8411214953271028,Non-member
locations,locations,lightgbm,LightGBM,1,0.927570093457944,Non-member
locations,locations,lightgbm,LightGBM,1,0.6495327102803738,Member
locations,locations,lightgbm,LightGBM,1,0.969626168224299,Member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.7242990654205608,Non-member
locations,locations,lightgbm,LightGBM,1,0.985981308411215,Member
locations,locations,lightgbm,LightGBM,1,0.5841121495327103,Member
locations,locations,lightgbm,LightGBM,1,0.39485981308411217,Non-member
locations,locations,lightgbm,LightGBM,1,0.2850467289719626,Non-member
locations,locations,lightgbm,LightGBM,1,0.24065420560747663,Non-member
locations,locations,lightgbm,LightGBM,1,0.5537383177570093,Non-member
locations,locations,lightgbm,LightGBM,1,0.7686915887850467,Member
locations,locations,lightgbm,LightGBM,1,0.8738317757009346,Member
locations,locations,lightgbm,LightGBM,1,0.8317757009345794,Member
locations,locations,lightgbm,LightGBM,1,0.4976635514018692,Non-member
locations,locations,lightgbm,LightGBM,1,0.35514018691588783,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8644859813084113,Non-member
locations,locations,lightgbm,LightGBM,1,0.633177570093458,Member
locations,locations,lightgbm,LightGBM,1,0.34579439252336447,Non-member
locations,locations,lightgbm,LightGBM,1,0.6144859813084113,Non-member
locations,locations,lightgbm,LightGBM,1,0.9112149532710281,Non-member
locations,locations,lightgbm,LightGBM,1,0.7313084112149533,Member
locations,locations,lightgbm,LightGBM,1,0.14018691588785046,Non-member
locations,locations,lightgbm,LightGBM,1,0.35514018691588783,Non-member
locations,locations,lightgbm,LightGBM,1,0.8387850467289719,Member
locations,locations,lightgbm,LightGBM,1,0.6985981308411215,Non-member
locations,locations,lightgbm,LightGBM,1,0.7102803738317757,Member
locations,locations,lightgbm,LightGBM,1,0.02336448598130841,Non-member
locations,locations,lightgbm,LightGBM,1,0.037383177570093455,Non-member
locations,locations,lightgbm,LightGBM,1,0.8785046728971962,Non-member
locations,locations,lightgbm,LightGBM,1,0.8785046728971962,Member
locations,locations,lightgbm,LightGBM,1,0.75,Member
locations,locations,lightgbm,LightGBM,1,0.5233644859813084,Non-member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.8060747663551402,Non-member
locations,locations,lightgbm,LightGBM,1,0.8037383177570093,Non-member
locations,locations,lightgbm,LightGBM,1,0.897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.4649532710280374,Non-member
locations,locations,lightgbm,LightGBM,1,0.3411214953271028,Non-member
locations,locations,lightgbm,LightGBM,1,0.7172897196261683,Member
locations,locations,lightgbm,LightGBM,1,0.5817757009345794,Non-member
locations,locations,lightgbm,LightGBM,1,0.007009345794392523,Non-member
locations,locations,lightgbm,LightGBM,1,0.20794392523364486,Non-member
locations,locations,lightgbm,LightGBM,1,0.7289719626168224,Member
locations,locations,lightgbm,LightGBM,1,0.633177570093458,Non-member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Member
locations,locations,lightgbm,LightGBM,1,0.6892523364485982,Non-member
locations,locations,lightgbm,LightGBM,1,0.852803738317757,Member
locations,locations,lightgbm,LightGBM,1,0.8177570093457944,Member
locations,locations,lightgbm,LightGBM,1,0.37616822429906543,Non-member
locations,locations,lightgbm,LightGBM,1,0.8574766355140186,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Non-member
locations,locations,lightgbm,LightGBM,1,0.5490654205607477,Non-member
locations,locations,lightgbm,LightGBM,1,0.07242990654205607,Non-member
locations,locations,lightgbm,LightGBM,1,0.9415887850467289,Member
locations,locations,lightgbm,LightGBM,1,1.0,Member
locations,locations,lightgbm,LightGBM,1,0.7897196261682243,Member
locations,locations,lightgbm,LightGBM,1,0.7827102803738317,Member
locations,locations,lightgbm,LightGBM,1,0.9742990654205608,Member
locations,locations,lightgbm,LightGBM,1,0.21962616822429906,Non-member
locations,locations,lightgbm,LightGBM,1,0.7313084112149533,Member
locations,locations,lightgbm,LightGBM,1,0.397196261682243,Non-member
