dataset,model,seed,source,row_max_auc,row_ent_auc,col_max_auc,col_ent_auc,rmia_score_auc
credit_rating,real-tabpfn,4,ml_privacy_meter/logs/credit_rating/real-tabpfn/attack_result_seed_runs.csv,0.9005636627705927,0.7072921709661802,0.4883973649629988,0.4660756276367659,0.9241856283283768
credit_rating,real-tabpfn,5,ml_privacy_meter/logs/credit_rating/real-tabpfn/attack_result_seed_runs.csv,0.8853949097447956,0.7078420015215436,0.4913773428314544,0.4934746524655923,0.938168268898264
credit_rating,tabdpt,1,ml_privacy_meter/logs/credit_rating/tabdpt/attack_result_seed_runs.csv,0.98093574936026,0.9252161283629572,,,0.9794219863061068
credit_rating,tabdpt,2,ml_privacy_meter/logs/credit_rating/tabdpt/attack_result_seed_runs.csv,0.9720122415104778,0.8740542222836988,,,0.9787390206791616
credit_rating,tabdpt,3,ml_privacy_meter/logs/credit_rating/tabdpt/attack_result_seed_runs.csv,0.9810671554049382,0.907663047237015,,,0.976139428729511
credit_rating,tabdpt,4,ml_privacy_meter/logs/credit_rating/tabdpt/attack_result_seed_runs.csv,0.9826405698872674,0.9087229407289577,,,0.9844491320284944
credit_rating,tabdpt,5,ml_privacy_meter/logs/credit_rating/tabdpt/attack_result_seed_runs.csv,0.982445189847154,0.8927761255965143,,,0.97916349678401
credit_rating,tabicl,1,ml_privacy_meter/logs/credit_rating/tabicl/attack_result_seed_runs.csv,0.9664828134725776,0.8731015284597828,,,0.9818901722110795
credit_rating,tabicl,2,ml_privacy_meter/logs/credit_rating/tabicl/attack_result_seed_runs.csv,0.9187046130437788,0.7891736980427415,,,0.9855522511930286
credit_rating,tabicl,3,ml_privacy_meter/logs/credit_rating/tabicl/attack_result_seed_runs.csv,0.9518085621412268,0.8369873435230653,,,0.9778961200636282
credit_rating,tabicl,4,ml_privacy_meter/logs/credit_rating/tabicl/attack_result_seed_runs.csv,0.9515111695137976,0.8437910643889619,,,0.9891503561795422
credit_rating,tabicl,5,ml_privacy_meter/logs/credit_rating/tabicl/attack_result_seed_runs.csv,0.949285911888789,0.8320129331212394,,,0.9790070198492288
credit_rating,tabpfn,1,ml_privacy_meter/logs/credit_rating/tabpfn/attack_result_seed_runs.csv,0.9241579638979184,0.752101632201397,0.5274076699633446,0.5238856421605921,0.9376703091500104
credit_rating,tabpfn,2,ml_privacy_meter/logs/credit_rating/tabpfn/attack_result_seed_runs.csv,0.8891382529912165,0.7083952901307145,0.522331246974203,0.5269978905871775,0.9394823293450446
credit_rating,tabpfn,3,ml_privacy_meter/logs/credit_rating/tabpfn/attack_result_seed_runs.csv,0.908802475966526,0.7343237775779791,0.4957915485164949,0.492914447748807,0.9084540770454388
credit_rating,tabpfn,4,ml_privacy_meter/logs/credit_rating/tabpfn/attack_result_seed_runs.csv,0.9004581921294695,0.7056668856767412,0.4881051594162804,0.4687314129607856,0.920664465039076
credit_rating,tabpfn,5,ml_privacy_meter/logs/credit_rating/tabpfn/attack_result_seed_runs.csv,0.8856335154575004,0.7049839200497959,0.4908499896258385,0.4941385987965973,0.9384665260391452
dropout_success,real-tabpfn,1,ml_privacy_meter/logs/dropout_success/real-tabpfn/attack_result_seed_runs.csv,0.8835137109909925,0.577199239467191,0.4967263517060939,0.4932848426450642,0.7240915807651906
dropout_success,real-tabpfn,2,ml_privacy_meter/logs/dropout_success/real-tabpfn/attack_result_seed_runs.csv,0.8566527182362558,0.5689202882990508,0.4942222469290018,0.4997463921743456,0.7005898016953938
dropout_success,real-tabpfn,3,ml_privacy_meter/logs/dropout_success/real-tabpfn/attack_result_seed_runs.csv,0.9036184895364971,0.5800267123887423,0.5088235903238079,0.4968713223686098,0.7265201118635779
dropout_success,real-tabpfn,4,ml_privacy_meter/logs/dropout_success/real-tabpfn/attack_result_seed_runs.csv,0.8402445099174104,0.5681138662803689,0.509608757245354,0.5015136535840635,0.7039853488797111
dropout_success,real-tabpfn,5,ml_privacy_meter/logs/dropout_success/real-tabpfn/attack_result_seed_runs.csv,0.8656450776646716,0.5639729373563237,0.5038099307447168,0.506972398530528,0.6934070322034704
dropout_success,tabdpt,1,ml_privacy_meter/logs/dropout_success/tabdpt/attack_result_seed_runs.csv,0.9991915796388522,0.8436787522785645,,,0.9727229886773916
dropout_success,tabdpt,2,ml_privacy_meter/logs/dropout_success/tabdpt/attack_result_seed_runs.csv,0.998886014909088,0.814507857300908,,,0.9764637041057944
dropout_success,tabdpt,3,ml_privacy_meter/logs/dropout_success/tabdpt/attack_result_seed_runs.csv,0.9988467747297606,0.8254816641178718,,,0.9753195622103994
dropout_success,tabdpt,4,ml_privacy_meter/logs/dropout_success/tabdpt/attack_result_seed_runs.csv,0.9991029259003712,0.814730036649601,,,0.9821675185055596
dropout_success,tabdpt,5,ml_privacy_meter/logs/dropout_success/tabdpt/attack_result_seed_runs.csv,0.9990724057608944,0.8323995623993334,,,0.9679709302938182
dropout_success,tabicl,1,ml_privacy_meter/logs/dropout_success/tabicl/attack_result_seed_runs.csv,0.9923488917011016,0.7663283654539634,,,0.8808232153620943
dropout_success,tabicl,2,ml_privacy_meter/logs/dropout_success/tabicl/attack_result_seed_runs.csv,0.9937844282615038,0.7173584383280631,,,0.8345505055624771
dropout_success,tabicl,3,ml_privacy_meter/logs/dropout_success/tabicl/attack_result_seed_runs.csv,0.9935068403262604,0.7335548223455381,,,0.8675320579548382
dropout_success,tabicl,4,ml_privacy_meter/logs/dropout_success/tabicl/attack_result_seed_runs.csv,0.9874747527596202,0.7398748528947444,,,0.8762486461229794
dropout_success,tabicl,5,ml_privacy_meter/logs/dropout_success/tabicl/attack_result_seed_runs.csv,0.9968804057434544,0.7663330888088825,,,0.8768501472051726
dropout_success,tabpfn,1,ml_privacy_meter/logs/dropout_success/tabpfn/attack_result_seed_runs.csv,0.8938698483185401,0.5778550591309536,0.4991091025952655,0.4945637818231496,0.7292196908673206
dropout_success,tabpfn,2,ml_privacy_meter/logs/dropout_success/tabpfn/attack_result_seed_runs.csv,0.8656365392923179,0.572518939744888,0.4946408088418297,0.5000254334495642,0.7086505701997725
dropout_success,tabpfn,3,ml_privacy_meter/logs/dropout_success/tabpfn/attack_result_seed_runs.csv,0.9135353548565716,0.5795747236564871,0.5082190008941674,0.4985920768991247,0.7314064225273509
dropout_success,tabpfn,4,ml_privacy_meter/logs/dropout_success/tabpfn/attack_result_seed_runs.csv,0.8385023186222628,0.5690807006988022,0.5105803150187063,0.5007230366376108,0.7041997165260379
dropout_success,tabpfn,5,ml_privacy_meter/logs/dropout_success/tabpfn/attack_result_seed_runs.csv,0.883392357103072,0.5683992659179786,0.504321506415951,0.5067863710137155,0.705590017879715
locations,real-tabpfn,1,ml_privacy_meter/logs/locations/real-tabpfn/attack_result_seed_runs.csv,0.9472494787641972,0.6440992219128018,0.5158667094347325,0.504003431165284,0.8183001151821774
locations,real-tabpfn,2,ml_privacy_meter/logs/locations/real-tabpfn/attack_result_seed_runs.csv,0.9312576241367412,0.6361397446552068,0.4961192840236974,0.5247350080919124,0.7916988642162509
locations,real-tabpfn,3,ml_privacy_meter/logs/locations/real-tabpfn/attack_result_seed_runs.csv,0.9494194721059872,0.6497574856265278,0.4818041319783632,0.4805235200062209,0.8505268248113103
locations,real-tabpfn,4,ml_privacy_meter/logs/locations/real-tabpfn/attack_result_seed_runs.csv,0.9382876249629424,0.6376718620146675,0.4930015892224474,0.5028576844008339,0.8151994304071228
locations,real-tabpfn,5,ml_privacy_meter/logs/locations/real-tabpfn/attack_result_seed_runs.csv,0.9168525619529454,0.616891685013195,0.5398168263179125,0.5367064215278892,0.8121449157031702
locations,tabdpt,1,ml_privacy_meter/logs/locations/tabdpt/attack_result_seed_runs.csv,1.0,0.9315249245483838,,,0.8856452388936679
locations,tabdpt,2,ml_privacy_meter/logs/locations/tabdpt/attack_result_seed_runs.csv,0.999997569996258,0.9136328069945228,,,0.902842375377258
locations,tabdpt,3,ml_privacy_meter/logs/locations/tabdpt/attack_result_seed_runs.csv,1.0,0.9388416658161652,,,0.8996578554730974
locations,tabdpt,4,ml_privacy_meter/logs/locations/tabdpt/attack_result_seed_runs.csv,1.0,0.9151418393184328,,,0.9092964653165566
locations,tabdpt,5,ml_privacy_meter/logs/locations/tabdpt/attack_result_seed_runs.csv,1.0,0.927523923386842,,,0.9100995815533556
locations,tabicl,1,ml_privacy_meter/logs/locations/tabicl/attack_result_seed_runs.csv,0.9983475974553,0.758950918784415,,,0.9098881712277838
locations,tabicl,2,ml_privacy_meter/logs/locations/tabicl/attack_result_seed_runs.csv,0.9982212372607054,0.7614270925977226,,,0.8870971661296357
locations,tabicl,3,ml_privacy_meter/logs/locations/tabicl/attack_result_seed_runs.csv,0.9967316449667332,0.7685397135511588,,,0.8979082527787093
locations,tabicl,4,ml_privacy_meter/logs/locations/tabicl/attack_result_seed_runs.csv,0.9992928689110182,0.7635727859020904,,,0.9015216683433692
locations,tabicl,5,ml_privacy_meter/logs/locations/tabicl/attack_result_seed_runs.csv,0.9977643965571708,0.7464631295532195,,,0.9003625565583372
locations,tabpfn,1,ml_privacy_meter/logs/locations/tabpfn/attack_result_seed_runs.csv,0.941162319389972,0.6468305461190411,0.5180439927877488,0.5103943410072851,0.847466235098002
locations,tabpfn,2,ml_privacy_meter/logs/locations/tabpfn/attack_result_seed_runs.csv,0.9291532408959908,0.6384081531485559,0.4933199197126763,0.5110346469933563,0.7959100607014935
locations,tabpfn,3,ml_privacy_meter/logs/locations/tabpfn/attack_result_seed_runs.csv,0.941349429678122,0.6551156438780915,0.4780716462303352,0.4814930914993608,0.8485731018025767
locations,tabpfn,4,ml_privacy_meter/logs/locations/tabpfn/attack_result_seed_runs.csv,0.9382390248880984,0.6485364087460694,0.4989113583234918,0.5037543557817079,0.83939983767575
locations,tabpfn,5,ml_privacy_meter/logs/locations/tabpfn/attack_result_seed_runs.csv,0.920497567566254,0.6208902561709945,0.5413720287129242,0.5360017204426495,0.8503069094726405
url,real-tabpfn,1,ml_privacy_meter/logs/url/real-tabpfn/attack_result_seed_runs.csv,0.8278698631166074,0.6214991173554677,,,0.7189344127719218
url,real-tabpfn,2,ml_privacy_meter/logs/url/real-tabpfn/attack_result_seed_runs.csv,0.8340116025240564,0.608569088083504,,,0.7202091683544009
url,real-tabpfn,3,ml_privacy_meter/logs/url/real-tabpfn/attack_result_seed_runs.csv,0.8335147271096535,0.6278141575442645,,,0.7445281373837793
url,real-tabpfn,4,ml_privacy_meter/logs/url/real-tabpfn/attack_result_seed_runs.csv,0.8148379274326181,0.6205670710768917,,,0.73116963302151
url,real-tabpfn,5,ml_privacy_meter/logs/url/real-tabpfn/attack_result_seed_runs.csv,0.8533547405752355,0.6478782344670567,,,0.7401440930536192
url,tabdpt,1,ml_privacy_meter/logs/url/tabdpt/attack_result_seed_runs.csv,0.9158935134609006,0.7804307407659835,,,0.8977306280374588
url,tabdpt,2,ml_privacy_meter/logs/url/tabdpt/attack_result_seed_runs.csv,0.907811006719944,0.7602600758331775,,,0.867012513367051
url,tabdpt,3,ml_privacy_meter/logs/url/tabdpt/attack_result_seed_runs.csv,0.9141327699012008,0.7830228218103239,,,0.9021688101490076
url,tabdpt,4,ml_privacy_meter/logs/url/tabdpt/attack_result_seed_runs.csv,0.8967379931709639,0.7365193658111391,,,0.873638308231621
url,tabdpt,5,ml_privacy_meter/logs/url/tabdpt/attack_result_seed_runs.csv,0.913914667315848,0.7570674709724594,,,0.8774789877906102
url,tabicl,1,ml_privacy_meter/logs/url/tabicl/attack_result_seed_runs.csv,0.9230902999684916,0.8166645127686776,,,0.880387185573536
url,tabicl,2,ml_privacy_meter/logs/url/tabicl/attack_result_seed_runs.csv,0.9303067383001968,0.8428486086617402,,,0.8746362507237424
url,tabicl,3,ml_privacy_meter/logs/url/tabicl/attack_result_seed_runs.csv,0.9415226222436004,0.8578726459455511,,,0.904344228972385
url,tabicl,4,ml_privacy_meter/logs/url/tabicl/attack_result_seed_runs.csv,0.9183909554575348,0.8142210452418742,,,0.8666193407918084
url,tabicl,5,ml_privacy_meter/logs/url/tabicl/attack_result_seed_runs.csv,0.9268817683114172,0.8017004924823335,,,0.8349552167046383
url,tabpfn,1,ml_privacy_meter/logs/url/tabpfn/attack_result_seed_runs.csv,0.8141032976087486,0.6245742195503967,,,0.7101074502950386
url,tabpfn,2,ml_privacy_meter/logs/url/tabpfn/attack_result_seed_runs.csv,0.8204664602698908,0.6054711494890853,,,0.7149947119717606
url,tabpfn,3,ml_privacy_meter/logs/url/tabpfn/attack_result_seed_runs.csv,0.8385064537461385,0.6319956955428356,,,0.7376783607177784
url,tabpfn,4,ml_privacy_meter/logs/url/tabpfn/attack_result_seed_runs.csv,0.8020406704570917,0.6195499394767368,,,0.7179807821491322
url,tabpfn,5,ml_privacy_meter/logs/url/tabpfn/attack_result_seed_runs.csv,0.8480569408609655,0.6529048281211178,,,0.7386165583983622
us_stocks_financial,real-tabpfn,1,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/attack_result_seed_runs.csv,0.8924603582750037,0.5567702532875176,0.4835789087185068,0.4848057718602275,0.6889885346542757
us_stocks_financial,real-tabpfn,2,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/attack_result_seed_runs.csv,0.844850474211359,0.5406363394060847,0.4984302934923537,0.5004121493366718,0.6729582110801815
us_stocks_financial,real-tabpfn,3,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/attack_result_seed_runs.csv,0.9280876823751598,0.5713248757930096,0.5165468005156659,0.5131972576954511,0.7619452342744568
us_stocks_financial,real-tabpfn,4,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/attack_result_seed_runs.csv,0.8768482667424609,0.5638381720329027,0.5006606186147727,0.5023121651517044,0.7083569729363871
us_stocks_financial,real-tabpfn,5,ml_privacy_meter/logs/us_stocks_financial/real-tabpfn/attack_result_seed_runs.csv,0.891513299557732,0.56527811416979,0.4998492226487488,0.5024445100639274,0.7215297154879305
us_stocks_financial,tabdpt,1,ml_privacy_meter/logs/us_stocks_financial/tabdpt/attack_result_seed_runs.csv,0.9391994939189542,0.7256112104619575,,,0.7652649165434458
us_stocks_financial,tabdpt,2,ml_privacy_meter/logs/us_stocks_financial/tabdpt/attack_result_seed_runs.csv,0.919584060953864,0.6628607366561123,,,0.7442394019926941
us_stocks_financial,tabdpt,3,ml_privacy_meter/logs/us_stocks_financial/tabdpt/attack_result_seed_runs.csv,0.9361177744378198,0.7026443914327498,,,0.7648028152970073
us_stocks_financial,tabdpt,4,ml_privacy_meter/logs/us_stocks_financial/tabdpt/attack_result_seed_runs.csv,0.9193223203196628,0.681690579069818,,,0.7666847673217925
us_stocks_financial,tabdpt,5,ml_privacy_meter/logs/us_stocks_financial/tabdpt/attack_result_seed_runs.csv,0.9397273989727232,0.7285933947723391,,,0.7431721637729581
us_stocks_financial,tabicl,1,ml_privacy_meter/logs/us_stocks_financial/tabicl/attack_result_seed_runs.csv,0.6752211616196805,0.5142945407908033,,,0.8370701416975317
us_stocks_financial,tabicl,2,ml_privacy_meter/logs/us_stocks_financial/tabicl/attack_result_seed_runs.csv,0.6927928057453177,0.5031207962518741,,,0.8843462142903751
us_stocks_financial,tabicl,3,ml_privacy_meter/logs/us_stocks_financial/tabicl/attack_result_seed_runs.csv,0.6706882562138516,0.5139762125687852,,,0.8196101981524061
us_stocks_financial,tabicl,4,ml_privacy_meter/logs/us_stocks_financial/tabicl/attack_result_seed_runs.csv,0.6700586040966463,0.5110428742218285,,,0.8430459384304926
us_stocks_financial,tabicl,5,ml_privacy_meter/logs/us_stocks_financial/tabicl/attack_result_seed_runs.csv,0.6680655044645211,0.5146036527933071,,,0.805109029720096
us_stocks_financial,tabpfn,1,ml_privacy_meter/logs/us_stocks_financial/tabpfn/attack_result_seed_runs.csv,0.7511510136551195,0.5335547806558188,0.4861741961336853,0.4851360811676139,0.6387763588486214
us_stocks_financial,tabpfn,2,ml_privacy_meter/logs/us_stocks_financial/tabpfn/attack_result_seed_runs.csv,0.7493595649059632,0.5293136607598072,0.498052797141055,0.499326847326688,0.6475164684626498
us_stocks_financial,tabpfn,3,ml_privacy_meter/logs/us_stocks_financial/tabpfn/attack_result_seed_runs.csv,0.8202450113525392,0.5457334617705685,0.5155086855495946,0.5101647528265224,0.7085241551583733
us_stocks_financial,tabpfn,4,ml_privacy_meter/logs/us_stocks_financial/tabpfn/attack_result_seed_runs.csv,0.7367748171594211,0.5397423661132141,0.5029255967225649,0.5048130784790583,0.6451036621938511
us_stocks_financial,tabpfn,5,ml_privacy_meter/logs/us_stocks_financial/tabpfn/attack_result_seed_runs.csv,0.764475086531085,0.542160333464941,0.500698589439171,0.5066441569721254,0.6579645278770364
