dataset,model,seed,layer,row_max_auc,n_samples,n_members,n_nonmembers,calls_per_layer,n_heads,source
locations,tabicl,4,3,0.9986100378594583,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,4,0.9990279985031176,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,5,0.7887184646264355,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,6,0.8127123215769751,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,7,0.9663614581966455,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,8,0.9991640787126812,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,9,0.9986027478482318,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,10,0.9990207084918912,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,4,11,0.788854544835999,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed4/amia/signals/attn_signals_0.npz
locations,tabicl,5,0,0.8029971666156367,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,1,0.9636471440166018,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,2,0.9990911786004151,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,3,0.9982917073692293,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,4,0.9939322806557123,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,5,0.8715329921608079,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,6,0.8030044566268633,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,7,0.9637273341400946,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,8,0.9990838885891885,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,9,0.9982868473617449,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,10,0.9939565806931343,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
locations,tabicl,5,11,0.8713993419549866,1283,641,642,2,8,ml_privacy_meter/logs/locations/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,0,0.7107126779569382,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,1,0.8765514858402902,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,2,0.9877897641992224,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,3,0.9851439587745583,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,4,0.9878457177882637,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,5,0.973179337429572,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,6,0.7074749998274159,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,7,0.881061926453004,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,8,0.9903142157359659,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,9,0.984619666378542,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,10,0.9862488604906259,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,1,11,0.9683070151630592,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,0,0.7281981745323243,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,1,0.874474299680883,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,2,0.9881770793025858,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,3,0.9866205521892568,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,4,0.9904849831830399,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,5,0.9313849130957195,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,6,0.7359179531450458,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,7,0.87836416412423,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,8,0.9857212980796655,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,9,0.9859396624109238,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,10,0.9889640628991009,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,2,11,0.9746748242639469,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,0,0.747333938649433,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,1,0.8846422294816555,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,2,0.9908744782963658,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,3,0.9836993388393119,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,4,0.9892794376736967,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,5,0.9653447449588177,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,6,0.7616358940093689,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,7,0.8943806973197868,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,8,0.9898128134445575,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,9,0.9800605388766628,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,10,0.9881549158679656,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,3,11,0.9524543460496948,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,0,0.70888473960326,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,1,0.8749571718876088,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,2,0.9869497336936163,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,3,0.9805655745180089,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,4,0.9804420406201255,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,5,0.8892355104729496,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,6,0.7182398890229595,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,7,0.8849612376061892,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,8,0.9893742681070719,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,9,0.9806625849613465,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,10,0.9818957439302165,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,4,11,0.8789941870034346,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,0,0.7356810587291052,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,1,0.9386748664108062,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,2,0.998060517803233,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,3,0.9768530175516236,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,4,0.9949681736712203,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,5,0.9753066638181203,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,6,0.7483211198275176,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,7,0.9377087586623604,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,8,0.9976296025006168,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,9,0.9806931051008235,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,10,0.9953852822440733,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabicl,5,11,0.9694086468641828,3318,1659,1659,2,8,ml_privacy_meter/logs/dropout_success/tabicl/seed5/amia/signals/attn_signals_0.npz
