dataset,model,seed,layer,row_max_auc,n_samples,n_members,n_nonmembers,calls_per_layer,n_heads,source
locations,tabpfn,2,0,0.8940129567799535,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,1,0.9615500507870782,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,2,0.8314087703695063,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,3,0.8964478205296437,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,4,0.9709565952731567,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,5,0.8151107352705322,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,6,0.8494393981366731,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,7,0.9785211969226433,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,8,0.84285894800278,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,9,0.9890917132012383,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,10,0.9826230432394866,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,11,0.7785877790251796,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,12,0.8423607972356277,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,13,0.9014949383022051,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,14,0.8199634527437172,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,15,0.8937796764207017,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,16,0.8973372018992911,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,17,0.8124304411428793,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,18,0.8593100733375129,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,19,0.8847910925782826,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,20,0.8574462604672412,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,21,0.8853184033903412,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,22,0.9113267334431695,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,2,23,0.7909176180131318,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed2/amia/signals/attn_signals_0.npz
locations,tabpfn,3,0,0.9111226131288244,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,1,0.9720743969945714,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,2,0.83284490258115,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,3,0.9245022137334091,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,4,0.967180369457769,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,5,0.8484358065911421,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,6,0.8763322495516642,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,7,0.9854321275654764,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,8,0.8971743916485632,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,9,0.9785357769450965,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,10,0.9609279698290736,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,11,0.7794285603199829,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,12,0.8327428424239772,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,13,0.9103571619500294,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,14,0.8448807111162951,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,15,0.8867278055608204,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,16,0.9093924504643738,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,17,0.8048488294671974,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,18,0.8469583643158811,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,19,0.8802761456252642,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,20,0.8722498432647587,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,21,0.9072370371450372,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,22,0.9238461127230135,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,3,23,0.8291780269341614,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed3/amia/signals/attn_signals_0.npz
locations,tabpfn,4,0,0.8859040342922128,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,1,0.9676153401276237,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,2,0.8557889979150568,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,3,0.8966713808739266,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,4,0.9718484066465463,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,5,0.7858826502592815,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,6,0.8521537123167169,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,7,0.9402753680240667,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,8,0.8648091718061245,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,9,0.9823873328764926,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,10,0.9781664163762812,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,11,0.8745729268423074,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,12,0.8308693095387367,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,13,0.8919571736140474,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,14,0.7807383323370318,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,15,0.9079101481816283,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,16,0.9123011649437941,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,17,0.7927498408347549,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,18,0.8630984491716117,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,19,0.9140920777017996,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,20,0.8453254018011187,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,21,0.8779384820252623,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,22,0.9001632962514763,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,4,23,0.7736621614397285,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed4/amia/signals/attn_signals_0.npz
locations,tabpfn,5,0,0.8961246300319303,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,1,0.971561666204966,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,2,0.8778339918643474,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,3,0.913494296781217,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,4,0.9647017656407191,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,5,0.7660125096592649,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,6,0.9059199751167616,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,7,0.969673553297272,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,8,0.8403171640884328,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,9,0.9747960011858419,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,10,0.9785284869338697,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,11,0.7542610115619578,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,12,0.8029388465258236,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,13,0.8903072010730897,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,14,0.8210059243491235,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,15,0.8986566939313086,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,16,0.8994245751138457,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,17,0.7702747362230938,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,18,0.8729326743163185,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,19,0.8844314520244361,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,20,0.8573757903587172,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,21,0.8789542235895043,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,22,0.8954733890290191,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
locations,tabpfn,5,23,0.7746997730376505,1283,641,642,8,3,ml_privacy_meter/logs/locations/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,0,0.6868724523404406,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,1,0.9075301540794709,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,2,0.8938338781541565,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,3,0.6792707576006956,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,4,0.8946125050458147,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,5,0.8800780152898632,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,6,0.6884060893491617,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,7,0.8987992141790754,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,8,0.8256322664727911,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,9,0.6516696514636405,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,10,0.8951298940769493,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,11,0.8758255425227294,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,12,0.6892755499892634,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,13,0.8552008316011337,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,14,0.8699907458577085,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,15,0.6038569462929112,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,16,0.8419162142237657,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,17,0.8097465338749932,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,18,0.5875668218470426,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,19,0.8114876351651594,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,20,0.6774133891125216,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,21,0.6353530035632262,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,22,0.8300271665574845,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,1,23,0.8702054768390293,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed1/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,0,0.7009222532146971,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,1,0.9001773438104612,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,2,0.8250458437928394,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,3,0.6600278096604235,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,4,0.8905133596460536,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,5,0.8597214455936729,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,6,0.6412753639617467,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,7,0.8883827632425615,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,8,0.8260646351153824,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,9,0.6394020087338466,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,10,0.8841586306049418,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,11,0.7968292481763307,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,12,0.6690646776255766,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,13,0.8398012412250058,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,14,0.815046864764172,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,15,0.5847295388806594,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,16,0.8366118866496552,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,17,0.7740783008711682,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,18,0.5991582981534226,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,19,0.8213340134964416,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,20,0.7758415655959547,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,21,0.5980083428981271,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,22,0.8247435490780193,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,2,23,0.8470279742511757,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed2/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,0,0.7000506125646329,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,1,0.9043956630881804,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,2,0.8809104157605999,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,3,0.6864575237775503,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,4,0.8859106319449214,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,5,0.851854152973479,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,6,0.698052996768862,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,7,0.8930632446323612,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,8,0.9386327195515285,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
