dataset,model,model_label,row_max,member
locations,tabpfn,TabPFN,0.010800839,Non-member
locations,tabpfn,TabPFN,0.010789316,Non-member
locations,tabpfn,TabPFN,0.011592846,Non-member
locations,tabpfn,TabPFN,0.015263191,Member
locations,tabpfn,TabPFN,0.011555503,Non-member
locations,tabpfn,TabPFN,0.014319978,Member
locations,tabpfn,TabPFN,0.013133757,Non-member
locations,tabpfn,TabPFN,0.013561953,Non-member
locations,tabpfn,TabPFN,0.013166237,Non-member
locations,tabpfn,TabPFN,0.017341953,Member
locations,tabpfn,TabPFN,0.01394671,Member
locations,tabpfn,TabPFN,0.01143771,Non-member
locations,tabpfn,TabPFN,0.011319062,Non-member
locations,tabpfn,TabPFN,0.017719733,Member
locations,tabpfn,TabPFN,0.01336525,Member
locations,tabpfn,TabPFN,0.013209818,Member
locations,tabpfn,TabPFN,0.015965184,Member
locations,tabpfn,TabPFN,0.01826972,Member
locations,tabpfn,TabPFN,0.013425168,Non-member
locations,tabpfn,TabPFN,0.013529548,Member
locations,tabpfn,TabPFN,0.010309421,Non-member
locations,tabpfn,TabPFN,0.01424122,Member
locations,tabpfn,TabPFN,0.015218122,Member
locations,tabpfn,TabPFN,0.011180196,Non-member
locations,tabpfn,TabPFN,0.014030407,Member
locations,tabpfn,TabPFN,0.013433057,Member
locations,tabpfn,TabPFN,0.0127597,Member
locations,tabpfn,TabPFN,0.012622308,Non-member
locations,tabpfn,TabPFN,0.012835431,Member
locations,tabpfn,TabPFN,0.011451779,Non-member
locations,tabpfn,TabPFN,0.01165615,Non-member
locations,tabpfn,TabPFN,0.015191252,Member
locations,tabpfn,TabPFN,0.017906746,Member
locations,tabpfn,TabPFN,0.011790242,Non-member
locations,tabpfn,TabPFN,0.010286832,Non-member
locations,tabpfn,TabPFN,0.010592063,Non-member
locations,tabpfn,TabPFN,0.010466143,Non-member
locations,tabpfn,TabPFN,0.017451515,Member
locations,tabpfn,TabPFN,0.014705328,Member
locations,tabpfn,TabPFN,0.012275791,Non-member
locations,tabpfn,TabPFN,0.014133276,Non-member
locations,tabpfn,TabPFN,0.012292531,Non-member
locations,tabpfn,TabPFN,0.012480784,Non-member
locations,tabpfn,TabPFN,0.018178996,Member
locations,tabpfn,TabPFN,0.017975522,Member
locations,tabpfn,TabPFN,0.013757983,Member
locations,tabpfn,TabPFN,0.012816383,Non-member
locations,tabpfn,TabPFN,0.013602521,Non-member
locations,tabpfn,TabPFN,0.015996257,Member
locations,tabpfn,TabPFN,0.028563933,Member
locations,tabpfn,TabPFN,0.012301785,Member
locations,tabpfn,TabPFN,0.012261512,Non-member
locations,tabpfn,TabPFN,0.013061297,Member
locations,tabpfn,TabPFN,0.010308425,Non-member
locations,tabpfn,TabPFN,0.012572543,Member
locations,tabpfn,TabPFN,0.013940545,Member
locations,tabpfn,TabPFN,0.011178698,Non-member
locations,tabpfn,TabPFN,0.012324425,Non-member
locations,tabpfn,TabPFN,0.011524524,Non-member
locations,tabpfn,TabPFN,0.011698811,Non-member
locations,tabpfn,TabPFN,0.01348241,Non-member
locations,tabpfn,TabPFN,0.016352726,Member
locations,tabpfn,TabPFN,0.013418644,Member
locations,tabpfn,TabPFN,0.011203062,Non-member
locations,tabpfn,TabPFN,0.010878609,Non-member
locations,tabpfn,TabPFN,0.010699009,Non-member
locations,tabpfn,TabPFN,0.01663106,Member
locations,tabpfn,TabPFN,0.0125823915,Member
locations,tabpfn,TabPFN,0.011705931,Non-member
locations,tabpfn,TabPFN,0.010901711,Non-member
locations,tabpfn,TabPFN,0.011705005,Non-member
locations,tabpfn,TabPFN,0.015142273,Member
locations,tabpfn,TabPFN,0.011619009,Non-member
locations,tabpfn,TabPFN,0.012276692,Non-member
locations,tabpfn,TabPFN,0.015631758,Member
locations,tabpfn,TabPFN,0.01144377,Non-member
locations,tabpfn,TabPFN,0.011651155,Non-member
locations,tabpfn,TabPFN,0.016820433,Member
locations,tabpfn,TabPFN,0.011283734,Non-member
locations,tabpfn,TabPFN,0.014696012,Member
locations,tabpfn,TabPFN,0.01561806,Member
locations,tabpfn,TabPFN,0.012481458,Non-member
locations,tabpfn,TabPFN,0.012093546,Non-member
locations,tabpfn,TabPFN,0.013986381,Member
locations,tabpfn,TabPFN,0.010350994,Non-member
locations,tabpfn,TabPFN,0.014745991,Member
locations,tabpfn,TabPFN,0.01092573,Non-member
locations,tabpfn,TabPFN,0.01466188,Member
locations,tabpfn,TabPFN,0.010378425,Non-member
locations,tabpfn,TabPFN,0.013635294,Non-member
locations,tabpfn,TabPFN,0.01407989,Member
locations,tabpfn,TabPFN,0.013129772,Non-member
locations,tabpfn,TabPFN,0.011105443,Non-member
locations,tabpfn,TabPFN,0.014397902,Member
locations,tabpfn,TabPFN,0.01153522,Non-member
locations,tabpfn,TabPFN,0.017050374,Member
locations,tabpfn,TabPFN,0.011774863,Non-member
locations,tabpfn,TabPFN,0.011549907,Non-member
locations,tabpfn,TabPFN,0.017717656,Member
locations,tabpfn,TabPFN,0.013909199,Member
locations,tabpfn,TabPFN,0.014577187,Member
locations,tabpfn,TabPFN,0.013201486,Member
locations,tabpfn,TabPFN,0.012175028,Member
locations,tabpfn,TabPFN,0.010786531,Non-member
locations,tabpfn,TabPFN,0.009969517,Non-member
locations,tabpfn,TabPFN,0.01201735,Non-member
locations,tabpfn,TabPFN,0.011497402,Non-member
locations,tabpfn,TabPFN,0.011803989,Non-member
locations,tabpfn,TabPFN,0.01266875,Member
locations,tabpfn,TabPFN,0.00998151,Non-member
locations,tabpfn,TabPFN,0.011251955,Non-member
locations,tabpfn,TabPFN,0.015643299,Member
locations,tabpfn,TabPFN,0.011553738,Non-member
locations,tabpfn,TabPFN,0.013107755,Member
locations,tabpfn,TabPFN,0.012052218,Non-member
locations,tabpfn,TabPFN,0.010767077,Non-member
locations,tabpfn,TabPFN,0.010889355,Non-member
locations,tabpfn,TabPFN,0.010659512,Non-member
locations,tabpfn,TabPFN,0.012777787,Member
locations,tabpfn,TabPFN,0.01757183,Member
locations,tabpfn,TabPFN,0.011572621,Non-member
locations,tabpfn,TabPFN,0.011173646,Non-member
locations,tabpfn,TabPFN,0.014013835,Non-member
locations,tabpfn,TabPFN,0.011752249,Non-member
locations,tabpfn,TabPFN,0.0137515,Member
locations,tabpfn,TabPFN,0.013929372,Non-member
locations,tabpfn,TabPFN,0.0108140195,Non-member
locations,tabpfn,TabPFN,0.012772923,Non-member
locations,tabpfn,TabPFN,0.012954202,Member
locations,tabpfn,TabPFN,0.011317174,Non-member
locations,tabpfn,TabPFN,0.010663089,Non-member
locations,tabpfn,TabPFN,0.012735427,Non-member
locations,tabpfn,TabPFN,0.01260718,Non-member
locations,tabpfn,TabPFN,0.011575112,Non-member
locations,tabpfn,TabPFN,0.013051345,Non-member
locations,tabpfn,TabPFN,0.011867549,Member
locations,tabpfn,TabPFN,0.011164211,Non-member
locations,tabpfn,TabPFN,0.011070321,Non-member
locations,tabpfn,TabPFN,0.012136815,Non-member
locations,tabpfn,TabPFN,0.01221868,Non-member
locations,tabpfn,TabPFN,0.013198595,Non-member
locations,tabpfn,TabPFN,0.013017703,Non-member
locations,tabpfn,TabPFN,0.014244829,Member
locations,tabpfn,TabPFN,0.022604575,Member
locations,tabpfn,TabPFN,0.0146619445,Member
locations,tabpfn,TabPFN,0.013635156,Non-member
locations,tabpfn,TabPFN,0.015167779,Member
locations,tabpfn,TabPFN,0.016721528,Member
locations,tabpfn,TabPFN,0.014149838,Member
locations,tabpfn,TabPFN,0.012667459,Non-member
locations,tabpfn,TabPFN,0.011862027,Non-member
locations,tabpfn,TabPFN,0.011409614,Non-member
locations,tabpfn,TabPFN,0.013698017,Member
locations,tabpfn,TabPFN,0.023792706,Member
locations,tabpfn,TabPFN,0.0121479975,Non-member
locations,tabpfn,TabPFN,0.014931064,Member
locations,tabpfn,TabPFN,0.011559104,Non-member
locations,tabpfn,TabPFN,0.014975306,Member
locations,tabpfn,TabPFN,0.011258413,Non-member
locations,tabpfn,TabPFN,0.012970099,Member
locations,tabpfn,TabPFN,0.014443225,Member
locations,tabpfn,TabPFN,0.013939964,Member
locations,tabpfn,TabPFN,0.012166167,Non-member
locations,tabpfn,TabPFN,0.013487337,Non-member
locations,tabpfn,TabPFN,0.01191378,Non-member
locations,tabpfn,TabPFN,0.0129053,Non-member
locations,tabpfn,TabPFN,0.0147827035,Member
locations,tabpfn,TabPFN,0.01407579,Member
locations,tabpfn,TabPFN,0.0130408965,Non-member
locations,tabpfn,TabPFN,0.013330229,Non-member
locations,tabpfn,TabPFN,0.015536715,Member
locations,tabpfn,TabPFN,0.0113894865,Non-member
locations,tabpfn,TabPFN,0.016510451,Member
locations,tabpfn,TabPFN,0.012198841,Non-member
locations,tabpfn,TabPFN,0.0119162435,Non-member
locations,tabpfn,TabPFN,0.012711114,Non-member
locations,tabpfn,TabPFN,0.011748228,Non-member
locations,tabpfn,TabPFN,0.013700145,Member
locations,tabpfn,TabPFN,0.013030132,Non-member
locations,tabpfn,TabPFN,0.013074001,Member
locations,tabpfn,TabPFN,0.010874565,Non-member
locations,tabpfn,TabPFN,0.011342091,Non-member
locations,tabpfn,TabPFN,0.015923502,Member
locations,tabpfn,TabPFN,0.020659804,Member
locations,tabpfn,TabPFN,0.014176718,Member
locations,tabpfn,TabPFN,0.012818988,Member
locations,tabpfn,TabPFN,0.014001757,Member
locations,tabpfn,TabPFN,0.012095942,Non-member
locations,tabpfn,TabPFN,0.010899741,Non-member
locations,tabpfn,TabPFN,0.014387252,Member
locations,tabpfn,TabPFN,0.012017662,Non-member
locations,tabpfn,TabPFN,0.011002641,Non-member
locations,tabpfn,TabPFN,0.01104838,Non-member
locations,tabpfn,TabPFN,0.014432379,Member
locations,tabpfn,TabPFN,0.014180828,Member
locations,tabpfn,TabPFN,0.016150007,Member
locations,tabpfn,TabPFN,0.013155487,Member
locations,tabpfn,TabPFN,0.011219937,Non-member
locations,tabpfn,TabPFN,0.012752892,Member
locations,tabpfn,TabPFN,0.012363559,Non-member
locations,tabpfn,TabPFN,0.011561515,Non-member
locations,tabpfn,TabPFN,0.012919162,Member
locations,tabpfn,TabPFN,0.011948458,Non-member
locations,tabpfn,TabPFN,0.015573857,Member
locations,tabpfn,TabPFN,0.011974666,Non-member
locations,tabpfn,TabPFN,0.010952079,Non-member
locations,tabpfn,TabPFN,0.012330968,Non-member
locations,tabpfn,TabPFN,0.015042232,Member
locations,tabpfn,TabPFN,0.010658313,Non-member
locations,tabpfn,TabPFN,0.011425068,Non-member
locations,tabpfn,TabPFN,0.012210405,Non-member
locations,tabpfn,TabPFN,0.01318754,Member
locations,tabpfn,TabPFN,0.010898478,Non-member
locations,tabpfn,TabPFN,0.011671942,Non-member
locations,tabpfn,TabPFN,0.014397896,Member
locations,tabpfn,TabPFN,0.012318851,Member
locations,tabpfn,TabPFN,0.016194949,Member
locations,tabpfn,TabPFN,0.01358872,Member
locations,tabpfn,TabPFN,0.012064964,Non-member
locations,tabpfn,TabPFN,0.012749914,Member
locations,tabpfn,TabPFN,0.012817322,Member
locations,tabpfn,TabPFN,0.02032902,Member
locations,tabpfn,TabPFN,0.013505138,Member
locations,tabpfn,TabPFN,0.012451073,Non-member
locations,tabpfn,TabPFN,0.014193773,Member
locations,tabpfn,TabPFN,0.013666428,Member
locations,tabpfn,TabPFN,0.0105366,Non-member
locations,tabpfn,TabPFN,0.015900511,Member
locations,tabpfn,TabPFN,0.0149991345,Member
locations,tabpfn,TabPFN,0.014980282,Member
locations,tabpfn,TabPFN,0.011107174,Non-member
locations,tabpfn,TabPFN,0.011965249,Member
locations,tabpfn,TabPFN,0.014356145,Member
locations,tabpfn,TabPFN,0.016213568,Member
locations,tabpfn,TabPFN,0.015836744,Member
locations,tabpfn,TabPFN,0.013861354,Member
locations,tabpfn,TabPFN,0.01063683,Non-member
locations,tabpfn,TabPFN,0.0154792415,Member
locations,tabpfn,TabPFN,0.013648932,Non-member
locations,tabpfn,TabPFN,0.010942045,Non-member
locations,tabpfn,TabPFN,0.013205721,Member
locations,tabpfn,TabPFN,0.01455595,Member
locations,tabpfn,TabPFN,0.0132083,Member
locations,tabpfn,TabPFN,0.010838378,Non-member
locations,tabpfn,TabPFN,0.014671124,Member
locations,tabpfn,TabPFN,0.020276316,Member
locations,tabpfn,TabPFN,0.0117213465,Non-member
locations,tabpfn,TabPFN,0.012186978,Non-member
locations,tabpfn,TabPFN,0.010204895,Non-member
locations,tabpfn,TabPFN,0.013522965,Non-member
locations,tabpfn,TabPFN,0.014896216,Member
locations,tabpfn,TabPFN,0.013635341,Member
locations,tabpfn,TabPFN,0.012845557,Member
locations,tabpfn,TabPFN,0.010817645,Non-member
locations,tabpfn,TabPFN,0.010532373,Non-member
locations,tabpfn,TabPFN,0.017670099,Member
locations,tabpfn,TabPFN,0.012626373,Non-member
locations,tabpfn,TabPFN,0.017491613,Member
locations,tabpfn,TabPFN,0.011134434,Non-member
locations,tabpfn,TabPFN,0.012542294,Non-member
locations,tabpfn,TabPFN,0.012439738,Non-member
locations,tabpfn,TabPFN,0.015401446,Member
locations,tabpfn,TabPFN,0.012410871,Non-member
locations,tabpfn,TabPFN,0.012545437,Non-member
locations,tabpfn,TabPFN,0.014170069,Member
locations,tabpfn,TabPFN,0.01572916,Non-member
locations,tabpfn,TabPFN,0.01730471,Member
locations,tabpfn,TabPFN,0.011465553,Non-member
locations,tabpfn,TabPFN,0.012583462,Non-member
locations,tabpfn,TabPFN,0.013569592,Non-member
locations,tabpfn,TabPFN,0.014628457,Member
locations,tabpfn,TabPFN,0.013734769,Member
locations,tabpfn,TabPFN,0.0120349005,Non-member
locations,tabpfn,TabPFN,0.013969381,Member
locations,tabpfn,TabPFN,0.01255906,Non-member
locations,tabpfn,TabPFN,0.012126899,Non-member
locations,tabpfn,TabPFN,0.01357544,Member
locations,tabpfn,TabPFN,0.013779879,Non-member
locations,tabpfn,TabPFN,0.012061279,Non-member
locations,tabpfn,TabPFN,0.013779391,Member
locations,tabpfn,TabPFN,0.01174236,Non-member
locations,tabpfn,TabPFN,0.011607013,Non-member
locations,tabpfn,TabPFN,0.010453629,Non-member
locations,tabpfn,TabPFN,0.014556612,Member
locations,tabpfn,TabPFN,0.012629195,Non-member
locations,tabpfn,TabPFN,0.015681993,Member
locations,tabpfn,TabPFN,0.013956585,Non-member
locations,tabpfn,TabPFN,0.014167588,Member
locations,tabpfn,TabPFN,0.02713344,Member
locations,tabpfn,TabPFN,0.010597179,Non-member
locations,tabpfn,TabPFN,0.016620886,Member
locations,tabpfn,TabPFN,0.01231172,Non-member
locations,tabpfn,TabPFN,0.0124381585,Non-member
locations,tabpfn,TabPFN,0.011457508,Non-member
locations,tabpfn,TabPFN,0.025322754,Member
locations,tabpfn,TabPFN,0.01843517,Member
locations,tabpfn,TabPFN,0.0151228495,Member
locations,tabpfn,TabPFN,0.013266224,Member
locations,tabpfn,TabPFN,0.013631353,Member
locations,tabpfn,TabPFN,0.01171284,Non-member
locations,tabpfn,TabPFN,0.012889992,Member
locations,tabpfn,TabPFN,0.012560296,Non-member
locations,tabpfn,TabPFN,0.010744378,Non-member
locations,tabpfn,TabPFN,0.013473624,Member
locations,tabpfn,TabPFN,0.01286424,Non-member
locations,tabpfn,TabPFN,0.012488092,Member
locations,tabpfn,TabPFN,0.01059937,Non-member
locations,tabpfn,TabPFN,0.013013158,Member
locations,tabpfn,TabPFN,0.0110830795,Non-member
locations,tabpfn,TabPFN,0.01288388,Member
locations,tabpfn,TabPFN,0.010616214,Non-member
locations,tabpfn,TabPFN,0.0117461635,Non-member
locations,tabpfn,TabPFN,0.0123264855,Non-member
locations,tabpfn,TabPFN,0.012247926,Non-member
locations,tabpfn,TabPFN,0.0123532815,Member
locations,tabpfn,TabPFN,0.013871286,Non-member
locations,tabpfn,TabPFN,0.01120927,Non-member
locations,tabpfn,TabPFN,0.0134775415,Non-member
locations,tabpfn,TabPFN,0.011747056,Non-member
locations,tabpfn,TabPFN,0.0109080365,Non-member
locations,tabpfn,TabPFN,0.012608022,Member
locations,tabpfn,TabPFN,0.010405909,Non-member
locations,tabpfn,TabPFN,0.011809264,Non-member
locations,tabpfn,TabPFN,0.012244888,Non-member
locations,tabpfn,TabPFN,0.012500835,Non-member
locations,tabpfn,TabPFN,0.010731099,Non-member
locations,tabpfn,TabPFN,0.016699973,Member
locations,tabpfn,TabPFN,0.012769742,Non-member
locations,tabpfn,TabPFN,0.012229638,Non-member
locations,tabpfn,TabPFN,0.0124633415,Non-member
locations,tabpfn,TabPFN,0.01324028,Member
locations,tabpfn,TabPFN,0.011875936,Non-member
locations,tabpfn,TabPFN,0.014355198,Member
locations,tabpfn,TabPFN,0.010955313,Non-member
locations,tabpfn,TabPFN,0.0139631545,Member
locations,tabpfn,TabPFN,0.010450245,Non-member
locations,tabpfn,TabPFN,0.013336764,Member
locations,tabpfn,TabPFN,0.013694223,Member
locations,tabpfn,TabPFN,0.014076797,Member
locations,tabpfn,TabPFN,0.012546908,Non-member
locations,tabpfn,TabPFN,0.010508964,Non-member
locations,tabpfn,TabPFN,0.012782931,Member
locations,tabpfn,TabPFN,0.015631802,Member
locations,tabpfn,TabPFN,0.012518331,Non-member
locations,tabpfn,TabPFN,0.012199233,Non-member
locations,tabpfn,TabPFN,0.012634725,Member
locations,tabpfn,TabPFN,0.01055954,Non-member
locations,tabpfn,TabPFN,0.01236109,Member
locations,tabpfn,TabPFN,0.01660311,Member
locations,tabpfn,TabPFN,0.013903003,Member
locations,tabpfn,TabPFN,0.010762757,Non-member
locations,tabpfn,TabPFN,0.014709453,Member
locations,tabpfn,TabPFN,0.010869391,Non-member
locations,tabpfn,TabPFN,0.013584676,Member
locations,tabpfn,TabPFN,0.010806214,Non-member
locations,tabpfn,TabPFN,0.013857447,Non-member
locations,tabpfn,TabPFN,0.0126662105,Non-member
locations,tabpfn,TabPFN,0.0169855,Non-member
locations,tabpfn,TabPFN,0.014081453,Member
locations,tabpfn,TabPFN,0.011486444,Non-member
locations,tabpfn,TabPFN,0.013002078,Member
locations,tabpfn,TabPFN,0.014475983,Member
locations,tabpfn,TabPFN,0.011360167,Non-member
locations,tabpfn,TabPFN,0.014724661,Member
locations,tabpfn,TabPFN,0.013020441,Member
locations,tabpfn,TabPFN,0.018235251,Member
locations,tabpfn,TabPFN,0.014527934,Member
locations,tabpfn,TabPFN,0.012709408,Non-member
locations,tabpfn,TabPFN,0.011847582,Non-member
locations,tabpfn,TabPFN,0.014330187,Member
locations,tabpfn,TabPFN,0.011395719,Non-member
locations,tabpfn,TabPFN,0.024536986,Member
locations,tabpfn,TabPFN,0.011247464,Non-member
locations,tabpfn,TabPFN,0.011562424,Non-member
locations,tabpfn,TabPFN,0.010078044,Non-member
locations,tabpfn,TabPFN,0.0126515,Non-member
locations,tabpfn,TabPFN,0.01170865,Non-member
locations,tabpfn,TabPFN,0.018032497,Member
locations,tabpfn,TabPFN,0.011969145,Non-member
locations,tabpfn,TabPFN,0.014085274,Member
locations,tabpfn,TabPFN,0.011914029,Non-member
locations,tabpfn,TabPFN,0.012540137,Non-member
locations,tabpfn,TabPFN,0.011641155,Non-member
locations,tabpfn,TabPFN,0.013555227,Non-member
locations,tabpfn,TabPFN,0.012688367,Non-member
locations,tabpfn,TabPFN,0.011000851,Non-member
locations,tabpfn,TabPFN,0.016411064,Member
locations,tabpfn,TabPFN,0.01711348,Member
locations,tabpfn,TabPFN,0.010102998,Non-member
locations,tabpfn,TabPFN,0.013769542,Member
locations,tabpfn,TabPFN,0.010657397,Non-member
locations,tabpfn,TabPFN,0.014444406,Member
locations,tabpfn,TabPFN,0.013157451,Member
locations,tabpfn,TabPFN,0.012674924,Member
locations,tabpfn,TabPFN,0.019270083,Member
locations,tabpfn,TabPFN,0.012960884,Member
locations,tabpfn,TabPFN,0.011156073,Non-member
locations,tabpfn,TabPFN,0.014154151,Member
locations,tabpfn,TabPFN,0.011261658,Non-member
locations,tabpfn,TabPFN,0.013129701,Member
locations,tabpfn,TabPFN,0.012811221,Member
locations,tabpfn,TabPFN,0.014345135,Member
locations,tabpfn,TabPFN,0.013216621,Member
locations,tabpfn,TabPFN,0.014058862,Member
locations,tabpfn,TabPFN,0.012441737,Member
locations,tabpfn,TabPFN,0.013435589,Member
locations,tabpfn,TabPFN,0.014409299,Member
locations,tabpfn,TabPFN,0.012250374,Non-member
locations,tabpfn,TabPFN,0.013493572,Member
locations,tabpfn,TabPFN,0.013251087,Member
locations,tabpfn,TabPFN,0.012069585,Non-member
locations,tabpfn,TabPFN,0.015637292,Member
locations,tabpfn,TabPFN,0.014651471,Member
locations,tabpfn,TabPFN,0.011507684,Non-member
locations,tabpfn,TabPFN,0.012993369,Member
locations,tabpfn,TabPFN,0.030348701,Member
locations,tabpfn,TabPFN,0.011322076,Non-member
locations,tabpfn,TabPFN,0.014937686,Member
locations,tabpfn,TabPFN,0.013635616,Member
locations,tabpfn,TabPFN,0.014159092,Member
locations,tabpfn,TabPFN,0.013338458,Member
locations,tabpfn,TabPFN,0.011757881,Non-member
locations,tabpfn,TabPFN,0.016982377,Member
locations,tabpfn,TabPFN,0.012424989,Member
locations,tabpfn,TabPFN,0.0128892185,Member
locations,tabpfn,TabPFN,0.016343016,Member
locations,tabpfn,TabPFN,0.011426409,Non-member
locations,tabpfn,TabPFN,0.010254998,Non-member
locations,tabpfn,TabPFN,0.015045818,Member
locations,tabpfn,TabPFN,0.016943388,Member
