seed,defense,time_s,rmia_auc,amia_row_max_auc,amia_row_ent_auc,amia_row_max_d,accuracy,dataset,model,source_csv,defense_raw,defense_key,defense_label,defense_short,family,model_label,baseline_rmia_auc,baseline_amia_row_max_auc,baseline_accuracy,rmia_auc_reduction,amia_auc_reduction,accuracy_drop,privacy_gain,tradeoff_score
1,"label_kanon_k3+attn_drop_p30_l1,2,5,8,10,11",96.01782321929932,0.5255707414713847,0.6448255662758839,0.5258084683297914,0.2406816458728983,0.9157212317666128,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k3+attn_drop_p30,label k-anon k3 + attn drop p30,label k-anon k3 + attn drop p30,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13723538111161615,0.1944500629122461,0.017828200972447195,0.16584272201193112,0.14801452103948393
1,"label_kanon_k3+attn_drop_p50_l1,2,5,8,10,11",96.10718178749084,0.5236308377704636,0.6365458418814307,0.5251451972607561,0.2380345775587851,0.9157212317666128,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k3+attn_drop_p50,label k-anon k3 + attn drop p50,label k-anon k3 + attn drop p50,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13917528481253727,0.20272978730669933,0.017828200972447195,0.1709525360596183,0.1531243350871711
1,"label_kanon_k3_a30+attn_drop_p10_l1,2,5,8,10,11",96.93374133110046,0.5500027581569208,0.7563496712539634,0.5338005563596532,0.3811230986766641,0.9222042139384116,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a30+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k3_a30+attn_drop_p10,label k-anon k3 a30 + attn drop p10,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.11280336442608008,0.08292595793416668,0.011345218800648427,0.09786466118012338,0.08651944237947495
1,"label_kanon_k3_a30+attn_drop_p30_l1,2,5,8,10,11",96.84980511665344,0.5461268909792508,0.7443477484245672,0.5312972006020662,0.373378214239648,0.9222042139384116,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a30+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k3_a30+attn_drop_p30,label k-anon k3 a30 + attn drop p30,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.11667923160375004,0.09492788076356284,0.011345218800648427,0.10580355618365644,0.09445833738300802
1,"label_kanon_k3_a30+attn_drop_p50_l1,2,5,8,10,11",96.89078402519226,0.5355079868343976,0.7269424648466334,0.529065720312381,0.3544943961068119,0.918962722852512,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a30+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k3_a30+attn_drop_p50,label k-anon k3 a30 + attn drop p50,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.12729813574860327,0.11233316434149665,0.014586709886547977,0.11981565004504996,0.10522894015850198
1,"label_kanon_k3_a50+attn_drop_p10_l1,2,5,8,10,11",96.74132585525513,0.5808796681805883,0.8052031973605752,0.5428538780999714,0.494597891951578,0.9238249594813616,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a50+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k3_a50+attn_drop_p10,label k-anon k3 a50 + attn drop p10,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.08192645440241253,0.03407243182755482,0.00972447325769843,0.05799944311498367,0.048274969857285244
1,"label_kanon_k3_a50+attn_drop_p30_l1,2,5,8,10,11",96.64289855957033,0.5813761364263218,0.7925708386635809,0.5408299162833704,0.4806436598312431,0.9238249594813616,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a50+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k3_a50+attn_drop_p30,label k-anon k3 a50 + attn drop p30,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.08142998615667907,0.04670479052454912,0.00972447325769843,0.0640673883406141,0.054342915082915666
1,"label_kanon_k3_a50+attn_drop_p50_l1,2,5,8,10,11",96.8331310749054,0.5776920268250462,0.7707222956271391,0.5349353409213295,0.4495483636745154,0.9238249594813616,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k3_a50+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k3_a50+attn_drop_p50,label k-anon k3 a50 + attn drop p50,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.0851140957579547,0.06855333356099091,0.00972447325769843,0.07683371465947281,0.06710924140177438
1,"label_kanon_k5+attn_drop_p10_l1,2,5,8,10,11",88.40853500366211,0.5201017103199725,0.5979316449910557,0.5187134380031995,0.1828631432476841,0.9141004862236628,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k5+attn_drop_p10,label k-anon k5 + attn drop p10,label k-anon k5 + attn drop p10,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.14270441226302832,0.24134398419707437,0.019448946515397192,0.19202419823005135,0.17257525171465415
1,"label_kanon_k5+attn_drop_p30_l1,2,5,8,10,11",88.51517271995544,0.5180409730777615,0.5972618068817329,0.5198915650307732,0.1841097503229602,0.9124797406807132,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k5+attn_drop_p30,label k-anon k5 + attn drop p30,label k-anon k5 + attn drop p30,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.14476514950523933,0.24201382230639712,0.021069692058346745,0.19338948590581823,0.17231979384747148
1,"label_kanon_k5+attn_drop_p50_l1,2,5,8,10,11",88.483407497406,0.5224605911912349,0.5931416458053687,0.5218301553236369,0.1775877589210129,0.9076175040518638,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k5+attn_drop_p50,label k-anon k5 + attn drop p50,label k-anon k5 + attn drop p50,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.14034553139176598,0.24613398338276138,0.025931928687196182,0.19323975738726368,0.1673078287000675
1,"label_kanon_k5_a30+attn_drop_p10_l1,2,5,8,10,11",89.13981175422668,0.5329218863691886,0.7227316786143019,0.5288345604942618,0.3294842715026797,0.920583468395462,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a30+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k5_a30+attn_drop_p10,label k-anon k5 a30 + attn drop p10,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.1298842362138123,0.11654395057382816,0.01296596434359798,0.12321409339382022,0.11024812905022224
1,"label_kanon_k5_a30+attn_drop_p30_l1,2,5,8,10,11",89.04828405380249,0.535085069439884,0.7086519442379475,0.5287675766833294,0.3230097168153857,0.9173419773095624,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a30+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k5_a30+attn_drop_p30,label k-anon k5 a30 + attn drop p30,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.12772105314311688,0.1306236849501825,0.01620745542949764,0.1291723690466497,0.11296491361715205
1,"label_kanon_k5_a30+attn_drop_p50_l1,2,5,8,10,11",88.91863918304443,0.536160750638973,0.6951054535329364,0.5277286709098503,0.3077219733692274,0.9173419773095624,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a30+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k5_a30+attn_drop_p50,label k-anon k5 a30 + attn drop p50,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.12664537194402792,0.14417017565519363,0.01620745542949764,0.13540777379961078,0.11920031837011313
1,"label_kanon_k5_a50+attn_drop_p10_l1,2,5,8,10,11",89.37204027175903,0.5632458516006504,0.7817023869878036,0.5371878357399347,0.4485677226790904,0.9222042139384116,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a50+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k5_a50+attn_drop_p10,label k-anon k5 a50 + attn drop p10,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.09956027098235043,0.05757324220032645,0.011345218800648427,0.07856675659133844,0.06722153779069001
1,"label_kanon_k5_a50+attn_drop_p30_l1,2,5,8,10,11",89.44805812835693,0.5610577137768624,0.7680639577187678,0.5330335260540756,0.4358486252621594,0.9238249594813616,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a50+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k5_a50+attn_drop_p30,label k-anon k5 a50 + attn drop p30,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.10174840880613845,0.07121167146936225,0.00972447325769843,0.08648004013775035,0.07675556688005192
1,"label_kanon_k5_a50+attn_drop_p50_l1,2,5,8,10,11",89.4114933013916,0.5557279038795447,0.7456230676483955,0.5308151798449653,0.4139692352189688,0.920583468395462,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k5_a50+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k5_a50+attn_drop_p50,label k-anon k5 a50 + attn drop p50,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.10707821870345613,0.09365256153973456,0.01296596434359798,0.10036539012159534,0.08739942577799736
1,"label_kanon_k10+attn_drop_p10_l1,2,5,8,10,11",80.17736601829529,0.5243571524262587,0.5103220739238591,0.5175891607059832,0.1390679793954001,0.9157212317666128,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k10+attn_drop_p10,label k-anon k10 + attn drop p10,label k-anon k10 + attn drop p10,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13844897015674218,0.32895355526427095,0.017828200972447195,0.23370126271050656,0.21587306173805937
1,"label_kanon_k10+attn_drop_p30_l1,2,5,8,10,11",79.90341067314148,0.5234141254409768,0.5107121561169353,0.5170296488734899,0.1331019088171117,0.9141004862236628,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k10+attn_drop_p30,label k-anon k10 + attn drop p30,label k-anon k10 + attn drop p30,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.1393919971420241,0.3285634730711947,0.019448946515397192,0.2339777351066094,0.21452878859121222
1,"label_kanon_k10+attn_drop_p50_l1,2,5,8,10,11",80.28039622306824,0.5319644118952742,0.512194993813848,0.5163558705399945,0.1377879729781424,0.9124797406807132,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k10+attn_drop_p50,label k-anon k10 + attn drop p50,label k-anon k10 + attn drop p50,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13084171068772665,0.327080635374282,0.021069692058346745,0.22896117303100433,0.20789148097265758
1,"label_kanon_k10_a30+attn_drop_p10_l1,2,5,8,10,11",80.53570985794067,0.5325935343548146,0.527669567547263,0.5231580108697651,0.1861081638591425,0.918962722852512,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a30+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k10_a30+attn_drop_p10,label k-anon k10 a30 + attn drop p10,label k-anon k10 a30 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13021258822818627,0.311606061640867,0.014586709886547977,0.22090932493452664,0.20632261504797866
1,"label_kanon_k10_a30+attn_drop_p30_l1,2,5,8,10,11",80.64468264579773,0.5384999303893729,0.5253369548371505,0.5202606326949295,0.1756824335712676,0.918962722852512,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a30+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k10_a30+attn_drop_p30,label k-anon k10 a30 + attn drop p30,label k-anon k10 a30 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.12430619219362793,0.31393867435097955,0.014586709886547977,0.21912243327230374,0.20453572338575576
1,"label_kanon_k10_a30+attn_drop_p50_l1,2,5,8,10,11",80.38742208480835,0.5239815177218149,0.5251241827318363,0.5195238107746744,0.1709736051922216,0.918962722852512,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a30+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k10_a30+attn_drop_p50,label k-anon k10 a30 + attn drop p50,label k-anon k10 a30 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.13882460486118597,0.3141514464562938,0.014586709886547977,0.22648802565873988,0.2119013157721919
1,"label_kanon_k10_a50+attn_drop_p10_l1,2,5,8,10,11",80.83794260025024,0.5481613600603117,0.5796700193596347,0.5299378232625581,0.3132408372881285,0.9222042139384116,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a50+attn_drop_p10_l1,2,5,8,10,11",label_kanon_k10_a50+attn_drop_p10,label k-anon k10 a50 + attn drop p10,label k-anon k10 a50 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.11464476252268918,0.25960560982849534,0.011345218800648427,0.18712518617559226,0.17577996737494384
1,"label_kanon_k10_a50+attn_drop_p30_l1,2,5,8,10,11",80.64004516601562,0.5618825340369697,0.5760318790403716,0.5279059809976123,0.3011911792051748,0.9222042139384116,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a50+attn_drop_p30_l1,2,5,8,10,11",label_kanon_k10_a50+attn_drop_p30,label k-anon k10 a50 + attn drop p30,label k-anon k10 a50 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.10092358854603112,0.26324375014775847,0.011345218800648427,0.1820836693468948,0.17073845054624637
1,"label_kanon_k10_a50+attn_drop_p50_l1,2,5,8,10,11",80.56239819526672,0.5544447042073715,0.5753856822760837,0.5257953342492165,0.2967203589476296,0.920583468395462,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,"label_kanon_k10_a50+attn_drop_p50_l1,2,5,8,10,11",label_kanon_k10_a50+attn_drop_p50,label k-anon k10 a50 + attn drop p50,label k-anon k10 a50 + attn...,Label k-anon + dropout,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.1083614183756294,0.26388994691204637,0.01296596434359798,0.1861256826438379,0.1731597183002399
1,highrisk_label_kanon_k3,0.0,0.5362487489788252,0.5000485960981274,0.4096467195006947,-0.4955640029943339,0.919,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.12655737360417563,0.3392270330900027,0.014549432739059953,0.23289220334708916,0.2183427706080292
1,highrisk_label_kanon_k3_a30,0.0,0.5862633278082634,0.5868018251118368,0.4147703243329858,-0.1901614048260162,0.9222,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a30,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.07654279477473747,0.2524738040762933,0.011349432739059973,0.16450829942551537,0.1531588666864554
1,highrisk_label_kanon_k3_a50,0.0,0.6042320634428628,0.6472133421244113,0.4253025435460441,0.1468264061182147,0.9238,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a50,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.058574059140138024,0.19206228706371875,0.009749432739060038,0.1253181731019284,0.11556874036286835
1,highrisk_label_kanon_k5,0.0,0.4799508260023273,0.4647599484093315,0.4030520976440086,-0.5926527130231674,0.9157,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.18285529658067357,0.37451568077879854,0.017849432739060034,0.2786854886797361,0.26083605594067605
1,highrisk_label_kanon_k5_a30,0.0,0.5633220292679851,0.5569375527004983,0.4111702728473898,-0.3805722359949325,0.9206,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a30,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.09948409331501573,0.28233807648763176,0.012949432739060018,0.19091108490132375,0.17796165216226373
1,highrisk_label_kanon_k5_a50,0.0,0.6011022120418504,0.6166056807525303,0.4177990433135709,-0.0438188398786983,0.9222,46980_MIC,real-tabpfn,ml_privacy_meter/logs/46980_MIC/real-tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a50,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,Real TabPFN,0.6628061225830009,0.83927562918813,0.93354943273906,0.06170391054115043,0.22266994843559973,0.011349432739059973,0.14218692948837508,0.1308374967493151
