seed,defense,time_s,rmia_auc,amia_row_max_auc,amia_row_ent_auc,amia_row_max_d,accuracy,dataset,model,source_csv,defense_raw,defense_key,defense_label,defense_short,family,model_label,baseline_rmia_auc,baseline_amia_row_max_auc,baseline_accuracy,rmia_auc_reduction,amia_auc_reduction,accuracy_drop,privacy_gain,tradeoff_score,k,alpha
1,highrisk_label_kanon_k5_a30,34.58400750160217,0.7465542546935522,0.8108630887291565,0.2394379887345026,1.1039601371761547,0.7897196261682243,locations,tabdpt,ml_privacy_meter/logs/locations/tabdpt/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a30,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,TabDPT,0.8856452388936679,1.0,0.7819314641744548,0.13909098420011567,0.18913691127084353,-0.007788161993769527,0.1641139477354796,0.17190210972924913,5,a30
1,highrisk_label_kanon_k5_a50,34.668883085250854,0.8791935789581116,0.996809405086484,0.6999504279236591,4.3544187225033015,0.7897196261682243,locations,tabdpt,ml_privacy_meter/logs/locations/tabdpt/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a50,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,TabDPT,0.8856452388936679,1.0,0.7819314641744548,0.006451659935556298,0.0031905949135160316,-0.007788161993769527,0.004821127424536165,0.012609289418305691,5,a50
1,highrisk_label_kanon_k10,33.27097535133362,0.1660506607180175,0.0,0.0,-5.840621014146664,0.7897196261682243,locations,tabdpt,ml_privacy_meter/logs/locations/tabdpt/defense/defense_eval_results.csv,highrisk_label_kanon_k10,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,TabDPT,0.8856452388936679,1.0,0.7819314641744548,0.7195945781756503,1.0,-0.007788161993769527,0.8597972890878252,0.8675854510815947,10,base
1,highrisk_label_kanon_k10_a30,33.52166771888733,0.4950549423846113,0.0980579410092291,0.0103688259679919,-1.5964051769085827,0.7897196261682243,locations,tabdpt,ml_privacy_meter/logs/locations/tabdpt/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a30,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,TabDPT,0.8856452388936679,1.0,0.7819314641744548,0.3905902965090566,0.901942058990771,-0.007788161993769527,0.6462661777499138,0.6540543397436833,10,a30
1,highrisk_label_kanon_k10_a50,33.491082429885864,0.8783212076146597,0.9837238349347058,0.3720724529915776,3.23813649514529,0.7897196261682243,locations,tabdpt,ml_privacy_meter/logs/locations/tabdpt/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a50,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,TabDPT,0.8856452388936679,1.0,0.7819314641744548,0.0073240312790081585,0.016276165065294168,-0.007788161993769527,0.011800098172151163,0.01958826016592069,10,a50
1,highrisk_label_kanon_k3,399.3540651798248,0.409466565578511,0.0597003319385111,0.0263558205879636,-2.1455544111355342,0.8582554517133957,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k3,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.5004216056492727,0.9386472655167889,0.0015576323987538387,0.7195344355830309,0.717976803184277,3,base
1,highrisk_label_kanon_k3_a30,400.67633628845215,0.724950306423472,0.6062592036391735,0.0918225514067291,0.3532869800458676,0.8613707165109035,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a30,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.18493786480431174,0.3920883938161265,-0.0015576323987539498,0.2885131293102191,0.29007076170897306,3,a30
1,highrisk_label_kanon_k3_a50,400.7388360500336,0.8279496600424765,0.905331914211148,0.2115585558001759,1.8156017881092728,0.8582554517133957,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a50,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.08193851118530726,0.09301568324415199,0.0015576323987538387,0.08747709721472963,0.08591946481597579,3,a50
1,highrisk_label_kanon_k5,397.24784207344055,0.2291420628787768,0.0160453147097846,0.0138340113043773,-3.0034501599683185,0.8551401869158879,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k5,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.680746108349007,0.9823022827455153,0.004672897196261627,0.8315241955472612,0.8268512983509996,5,base
1,highrisk_label_kanon_k5_a30,397.55737137794495,0.5895395628909268,0.2395060288392843,0.0380951686665597,-1.0532484371758697,0.8598130841121495,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a30,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.32034860833685697,0.7588415686160157,0.0,0.5395950884764363,0.5395950884764363,5,a30
1,highrisk_label_kanon_k5_a50,397.68770146369934,0.7830638459183227,0.7728432501786053,0.1187141878198492,1.091571226626076,0.8613707165109035,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a50,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.12682432530946108,0.22550434727669466,-0.0015576323987539498,0.17616433629307787,0.17772196869183182,5,a50
1,highrisk_label_kanon_k10,396.4647405147553,0.1467345609712238,0.0142835619966854,0.0131268802153955,-3.351929020660131,0.8489096573208723,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k10,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.7631536102565599,0.9840640354586146,0.010903426791277204,0.8736088228575873,0.8627053960663101,10,base
1,highrisk_label_kanon_k10_a30,396.3107380867005,0.4233042218885017,0.0573821083684468,0.0148886329284946,-2.194365413683136,0.8582554517133957,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a30,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.48658394933928206,0.9409654890868532,0.0015576323987538387,0.7137747192130677,0.7122170868143138,10,a30
1,highrisk_label_kanon_k10_a50,397.7709732055664,0.7321297524798188,0.5908335398836514,0.0528574414004597,0.2767209284976128,0.8613707165109035,locations,tabicl,ml_privacy_meter/logs/locations/tabicl/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a50,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,TabICL,0.9098881712277838,0.9983475974553,0.8598130841121495,0.17775841874796494,0.4075140575716486,-0.0015576323987539498,0.29263623815980677,0.2941938705585607,10,a50
1,highrisk_label_kanon_k3,0.0,0.4988020081550925,0.3782932625716243,0.1841663386161614,-1.2037847699250708,0.7601,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.3486642269429095,0.5628690568183476,0.0498688473520249,0.45576664188062854,0.40589779452860364,3,base
1,highrisk_label_kanon_k3_a30,0.0,0.6728753262280025,0.4031983709254912,0.1913287746463129,-0.8512745127855534,0.796,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a30,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.1745909088699995,0.5379639484644807,0.01396884735202486,0.3562774286672401,0.34230858131521524,3,a30
1,highrisk_label_kanon_k3_a50,0.0,0.7646176875112388,0.4750876016349065,0.2415533069920927,-0.1054927234355484,0.81,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k3_a50,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.08284854758676319,0.4660747177550655,-3.115264797515227e-05,0.27446163267091434,0.2744927853188895,3,a50
1,highrisk_label_kanon_k5,0.0,0.3771499458109166,0.3393706776308435,0.1889473709789512,-1.3028994817070767,0.715,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.4703162892870854,0.6017916417591285,0.09496884735202493,0.5360539655231069,0.441085118171082,5,base
1,highrisk_label_kanon_k5_a30,0.0,0.551585334441415,0.3723081633545715,0.1870228080151243,-1.1327143953564145,0.7757,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a30,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.295880900656587,0.5688541560354005,0.034268847352024956,0.43236752834599373,0.3980986809939688,5,a30
1,highrisk_label_kanon_k5_a50,0.0,0.7008033592371733,0.4119682544311118,0.199879957815135,-0.641320040468601,0.796,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k5_a50,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.1466628758608287,0.5291940649588602,0.01396884735202486,0.3379284704098445,0.3239596230578196,5,a50
1,highrisk_label_kanon_k10,0.0,0.3129006468669962,0.3331243530115036,0.2195228930652553,-1.3423517639837563,0.6075,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k10,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.5345655882310059,0.6080379663784683,0.20246884735202486,0.5713017773047371,0.3688329299527122,10,base
1,highrisk_label_kanon_k10_a30,0.0,0.4163143161240468,0.3677203162892871,0.1978326796623266,-1.2672726544740274,0.7243,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a30,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.4311519189739552,0.5734420031006848,0.08566884735202485,0.50229696103732,0.4166281136852952,10,a30
1,highrisk_label_kanon_k10_a50,0.0,0.5728612322062976,0.3838640461506311,0.1940758938768765,-1.036681992001269,0.7882,locations,tabpfn,ml_privacy_meter/logs/locations/tabpfn/defense/defense_eval_results.csv,highrisk_label_kanon_k10_a50,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,TabPFN,0.847466235098002,0.941162319389972,0.8099688473520249,0.2746050028917044,0.5572982732393409,0.02176884735202489,0.41595163806552266,0.39418279071349777,10,a50
