defense_key,defense_label,defense_short,family,rmia_auc,amia_row_max_auc,accuracy,tradeoff_score,rmia_auc_std,amia_row_max_auc_std,accuracy_std,n_datasets,n_dataset_defense_points
label_kanon_k10_a30+attn_drop_p30,label k-anon k10 a30 + attn drop p30,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.5581469267673776,0.5812464742906022,0.671651498618108,0.23027017341150857,0.016366103241637273,0.03701206959336079,0.26649639848096135,3,3
label_kanon_k3+attn_drop_p30,label k-anon k3 + attn drop p30,label k-anon k3 + attn drop p30,Label k-anon + dropout,0.5410106715074677,0.5841824377925527,0.6633212359634804,0.2290400566358606,0.021350578406187395,0.025269290966162605,0.2736516074080921,3,3
highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.6618921541036648,0.5622478444609458,0.8261627902480266,0.22738573707583284,0.08376336793965466,0.09152234472435729,0.16520065644525586,6,6
label_kanon_k10_a30+attn_drop_p50,label k-anon k10 a30 + attn drop p50,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.5476335684134385,0.5656252829194274,0.654814100512284,0.22650005016824146,0.009126834852219459,0.0369566256310987,0.2720327761146472,3,3
label_kanon_k3+attn_drop_p10,label k-anon k3 + attn drop p10,label k-anon k3 + attn drop p10,Label k-anon + dropout,0.5584877881977016,0.5960441837109106,0.6745130975597856,0.22556248692786993,0.020303217462488456,0.02261528584179468,0.26836777296747183,3,3
label_kanon_k3+attn_drop_p50,label k-anon k3 + attn drop p50,label k-anon k3 + attn drop p50,Label k-anon + dropout,0.5354060081369486,0.5721798131574176,0.6479488054530819,0.22247127012828924,0.01560016963592433,0.02603608765529027,0.28010177089492877,3,3
label_kanon_k10_a30+attn_drop_p10,label k-anon k10 a30 + attn drop p10,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.5770725484837537,0.6001785973830138,0.680760095784216,0.22044989817322277,0.020815177433846813,0.032991805654815,0.26162308752729535,3,3
label_kanon_k5_a30+attn_drop_p30,label k-anon k5 a30 + attn drop p30,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.574930298158007,0.6238722422895719,0.676184848058862,0.20509895315746293,0.024092701488120736,0.053545626954871396,0.2591671593981996,3,3
label_kanon_k5_a30+attn_drop_p50,label k-anon k5 a30 + attn drop p50,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.558417934207777,0.609947948583551,0.6605587004912109,0.20469113441793732,0.01997254189389087,0.052225425135817675,0.2644356534060635,3,3
label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.5610345369223905,0.5832724415260496,0.7515881744446814,0.20450302010371615,0.050152990327267,0.07074405187437263,0.226744236980258,6,6
label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.5399209889984937,0.5434957042123743,0.7156837373246493,0.19904372560247,0.035098785067198324,0.05487890880544461,0.2498903823406522,6,6
label_kanon_k10_a50+attn_drop_p50,label k-anon k10 a50 + attn drop p50,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.5772629140754649,0.6274928989985912,0.6730307110547025,0.19896817984006496,0.02385891523577385,0.04318168818391989,0.254837940446749,3,3
label_kanon_k10_a50+attn_drop_p30,label k-anon k10 a50 + attn drop p30,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.5968214109815516,0.6437249279276944,0.6873795513646034,0.1954217572323708,0.02890931057872914,0.03747405037738603,0.24786354169355135,3,3
label_kanon_k5_a30+attn_drop_p10,label k-anon k5 a30 + attn drop p10,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.5942589510328857,0.6448707694983471,0.6864125880256111,0.19516310308238524,0.03609429925753712,0.04063448905684428,0.255435697159381,3,3
highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.6825224551217306,0.6196898656586495,0.8300052862738877,0.19219207199380908,0.08763782197637632,0.11760385478551012,0.16338073959606603,6,6
label_kanon_k3_a30+attn_drop_p50,label k-anon k3 a30 + attn drop p50,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.5700709140583574,0.6520637705336045,0.6670214778874701,0.18426951091387966,0.02552684276601811,0.021906083799947684,0.2584702453481289,3,3
label_kanon_k10_a50+attn_drop_p10,label k-anon k10 a50 + attn drop p10,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.6281901526532261,0.6633312855142944,0.698051880265537,0.18060653650416728,0.039854240756682466,0.035491897565797306,0.24266301070467913,3,3
label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.5936970290840967,0.6518167711567794,0.7778810890663351,0.18019252382915177,0.06410638437964068,0.09042559474143327,0.21585260825320568,6,6
label_kanon_k5_a50+attn_drop_p50,label k-anon k5 a50 + attn drop p50,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.586438481781403,0.6668288711197459,0.6782470563667705,0.17992875523858642,0.030885200344425875,0.0291851673028573,0.25229482687277777,3,3
label_kanon_k3_a30+attn_drop_p30,label k-anon k3 a30 + attn drop p30,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.5908372699084184,0.6716725888725534,0.6816984463624477,0.17875889229435205,0.03265692877016848,0.020909543372143635,0.256428617063983,3,3
label_kanon_k5_a50+attn_drop_p30,label k-anon k5 a50 + attn drop p30,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.6108732836528744,0.6873382779934017,0.6922747458534287,0.17148434035268112,0.03316701130251795,0.022571462427928048,0.24509926267180665,3,3
label_kanon_k3_a50+attn_drop_p50,label k-anon k3 a50 + attn drop p50,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.5995101023853602,0.6989046055420567,0.6861287912979948,0.16523681265667675,0.04601832840072671,0.004513420909108078,0.2485513501584175,3,3
label_kanon_k3_a30+attn_drop_p10,label k-anon k3 a30 + attn drop p10,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.6198146611255345,0.6976219973577392,0.6926167388389829,0.1622137849197365,0.04002659656520871,0.018677751725700534,0.24872353723455234,3,3
label_kanon_k5_a50+attn_drop_p10,label k-anon k5 a50 + attn drop p10,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.6349154976611047,0.7097864126071863,0.6998311965755925,0.1557956167638374,0.04421419897644081,0.013246899945868112,0.2408056314619583,3,3
label_kanon_k3_a50+attn_drop_p30,label k-anon k3 a50 + attn drop p30,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.6283623648166546,0.7189073218676642,0.6963100250310964,0.1509905570113275,0.048772301829994834,0.01098982781361897,0.23955917228497825,3,3
label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.6127430295690218,0.6987412329253502,0.7785170426785014,0.14784324631457008,0.06041928749481114,0.09185953911907185,0.21315501465015516,6,6
label_kanon_k3_a50+attn_drop_p10,label k-anon k3 a50 + attn drop p10,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.6564231520791061,0.7481945220149347,0.7105338851135201,0.13654042338889028,0.05433807572770022,0.02650056733783647,0.23381791518344613,3,3
label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.6477969442651842,0.7372561967481425,0.798167828086068,0.1307095924626594,0.08133458639001476,0.0939365516236672,0.19779341842677617,6,6
label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.6792870125230152,0.7783202029886085,0.8062912820157938,0.10255600914323672,0.07696885564487715,0.09099191103264102,0.19409460942167378,6,6
label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.6932838459704543,0.7827561333600467,0.8075741285089865,0.09462247372699073,0.0733919093801542,0.0745496165021397,0.1880873460197899,6,6
attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.6929004423462691,0.783397943083223,0.8017798389309295,0.08869898109943826,0.07432612264213272,0.031038025284586084,0.1787462495020474,6,6
label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.7042491214411761,0.8105266247596216,0.8128825458102766,0.08056300759313254,0.07990230880683614,0.07385292913118294,0.18610720278466958,6,6
attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.7363308388398556,0.8167496268687247,0.8293805345600248,0.07790863658898942,0.09252478163905567,0.03571886033368317,0.1586544181675734,6,6
attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.6559732267516514,0.756344038583781,0.7535151467106537,0.07242484892619229,0.05889326462075953,0.027784345092116212,0.2102708640400105,6,6
attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.6268364190178598,0.71684735128019,0.7171579455706123,0.07038439530484224,0.05800133649842632,0.020177096622353702,0.21905424600830023,6,6
label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.7182702696082247,0.8374862183217232,0.8184500672140308,0.06564015813231162,0.07952762602705653,0.07556348904752093,0.18080793167901898,6,6
attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.5874173980222549,0.665702785742538,0.6649144352555205,0.06342267825637882,0.05714400264083918,0.023196697369666626,0.21548926491149972,6,6
no_defense,No defense,No defense,No defense,0.8265976012420152,0.9083783952500166,0.8424196633627611,0.0,0.07898206010419308,0.058457614937695725,0.15324869702121757,6,6
