layer,head,row_max_delta,row_ent_delta,row_max_auc_delta
4,0,-0.004636101424694089,-0.0330653190612793,1.5944242477416992e-06
4,1,0.0030557643622159993,0.21733617782592773,7.361173629760742e-05
4,2,0.0003936886787414967,0.22764968872070312,0.00015531480312347412
4,3,0.006922978907823502,0.35222721099853516,0.00011119246482849121
4,4,-0.0018542353063822,0.11633157730102539,-0.000377848744392395
4,5,-0.0054689133539796,-0.2769184112548828,5.361437797551938e-05
4,6,0.0046686893329024,0.15066909790039062,0.0002730041742324829
4,7,0.006214240565896003,0.5081558227539062,-2.975761890411377e-05
5,0,0.0349529907107353,0.4582347869873047,-0.00011292099952697754
5,1,0.003193482756614699,0.04756736755371094,4.054605960845947e-05
5,2,0.0524504333734512,0.47965574264526367,-5.647540092523773e-06
5,3,-0.0452492609620094,-0.7100591659545898,-8.55475664139349e-05
5,4,-0.0015770066529512995,0.020151138305664062,-7.897615432794769e-06
5,5,0.030453536659479197,0.36101245880126953,-3.822147846221924e-05
5,6,-0.0013257712125778003,0.005768775939941406,0.00015334784984588623
5,7,-0.0039814179763197986,-0.23590087890625,-0.00094482302665716
6,0,-0.026594571769237504,-0.762113094329834,-0.0001561194658279419
6,1,-0.008951320312917201,-0.2554349899291992,-2.8818845748901367e-05
6,2,0.0006963554769753993,0.31728172302246094,5.9038400650024414e-05
6,3,0.007571972906589498,0.3173255920410156,2.4944543838500977e-05
6,4,0.0010675899684430001,0.1767735481262207,0.0002069622278214056
6,5,-0.04212357103824621,-0.4809589385986319,2.0503997802789886e-05
6,6,-0.0999391376972198,-0.49521875381469727,5.342066287994385e-05
6,7,0.001471608877182,-0.0693659782409668,2.790987491607666e-05
7,0,-0.0193979069590569,-0.7502317428588867,-0.0004200190305709839
7,1,-0.13919094204902643,-1.039048433303833,1.1846423149108887e-05
7,2,-0.0846144706010819,-0.7084832191467285,-4.182755947113037e-05
7,3,-0.010562062263488797,0.05452203750610263,4.3913722038324554e-05
7,4,0.0067181140184402,0.18600845336914062,-4.653632640838623e-05
7,5,-0.014640733599662711,-0.13874244689941406,2.70158052444458e-05
7,6,0.0093960948288441,0.3752298355102539,3.3035874366815765e-05
7,7,-0.17897629737854004,-1.1832661628723145,1.531839370727539e-05
8,0,0.03592373430728919,0.5982604026794434,-1.2919306755065918e-05
8,1,-0.016475241631269504,-0.3366074562072754,6.829202175140381e-05
8,2,0.008659834042191502,0.05672454833984375,-5.662441253606598e-06
8,3,-0.037776879966259,-0.6813430786132821,0.0001758784055709839
8,4,-0.0096460618078709,-0.23778057098388672,-3.8042664527893066e-05
8,5,-0.12138950824737549,-0.7053351402282715,1.7881393432617188e-06
8,6,-0.08140566945075989,-0.40121340751647994,-1.9431114196777344e-05
8,7,-0.0217181462794543,-0.5728883743286133,0.00010791420936590024
9,0,0.0366244912147522,0.6590313911437988,0.0002970099449157715
9,1,0.0525648184120655,0.7470769882202148,8.571147918701172e-05
9,2,-0.0086854947730898,-0.19417476654052734,-0.0005173236131668091
9,3,0.0815239250659942,0.4881582260131836,-2.9295682907104492e-05
9,4,0.0008513405919075012,0.1295018196105957,-0.00014859437942504883
9,5,0.006035562604665798,0.3232874870300293,0.0003060847520828247
9,6,0.012792345136404,0.07308340072631836,-5.9351325035095215e-05
9,7,0.0284756012260914,0.0991039276123038,-6.893277168279477e-05
10,0,0.0781217738986015,0.8324966430664062,-7.417798042297363e-05
10,1,0.12852242588996882,1.0883831977844238,-4.704296588897705e-05
10,2,0.26874300837516785,1.72780442237854,-3.5315752029974057e-06
10,3,-0.0030440650880337004,0.1739645004272461,7.109344005584717e-05
10,4,0.0839435383677483,0.9135341644287109,-0.00010623037815093994
10,5,0.08859832584857939,1.031090259552002,-1.2025237083379547e-05
10,6,0.0126604493707419,0.2784762382507324,-0.00022788345813756772
10,7,0.1377039998769761,0.9414820671081552,-1.259148120880127e-05
11,0,0.0096179572865367,0.544501781463623,-0.00029414892196660825
11,1,0.010071581229567599,0.27281713485717773,9.927153587341309e-05
11,2,-0.004649437963962499,-0.3281750679016122,0.0001770704984664917
11,3,0.0531079396605491,0.7571444511413574,-7.59810209274292e-05
11,4,0.04175300151109701,0.59588623046875,3.4689903259277344e-05
11,5,0.0009735673666000089,-0.10962772369384766,2.1219253540039062e-05
11,6,0.0099642984569073,0.5001335144042969,-4.337728023529053e-05
11,7,0.0845959819853306,1.1458196640014648,-7.386505603790283e-05
12,0,0.0716350227594376,1.1463708877563477,-8.727610111242123e-05
12,1,0.039429359138011905,1.0072569847106934,-0.00014193356037145444
12,2,0.06652774661779401,1.2763590812683105,-5.120038986206055e-05
12,3,-0.016763765364885302,-0.5208330154418945,6.437301635736636e-05
12,4,0.1459237039089203,1.4922971725463867,2.4050474166870117e-05
12,5,0.048950776457786616,0.346843719482421,-4.0978193283081055e-06
12,6,-0.0202056486159563,-0.3350410461425781,-0.00011540949344640561
12,7,0.07639524340629579,1.2838997840881348,-6.273388862609863e-06
13,0,0.0038576051592827017,0.0397944450378418,-0.0001125037670135498
13,1,0.09681478887796399,1.1364059448242188,-9.071826934820004e-05
13,2,0.10685520060360429,1.6051502227783203,-0.00041031837463378906
13,3,0.1510972790420055,1.7465667724609384,4.585087299352475e-05
13,4,0.0436511025764048,1.0510783195495605,-0.00015498697757720947
13,5,0.0518242120742798,1.3754329681396484,0.0001434236764908392
13,6,0.0076868552714586015,0.4328746795654297,-3.057718276977539e-05
13,7,0.110134094953537,0.9809484481811523,4.506111145019531e-05
14,0,0.23009292781352997,1.652757167816162,-2.9020011425073822e-05
14,1,0.1386316530406475,1.7009940147399902,4.1544437408391754e-05
14,2,0.0232672984711825,1.0758428573608398,4.45246696472168e-05
14,3,0.20194056630134588,1.3570408821105961,-4.4852495193481445e-06
14,4,0.023207138525322097,0.8774929046630859,5.201995372772217e-05
14,5,0.2583050057291984,2.78415060043335,-5.543231964111328e-05
14,6,0.18999459221959109,2.228093147277832,2.4259090423639496e-05
14,7,0.1021797060966492,1.6391291618347168,-0.00019314885139465332
15,0,0.0253969421610236,1.064784049987793,-0.0006779730319976807
15,1,0.0290115932002663,1.0488972663879395,-7.462501525878906e-05
15,2,0.0141328796744347,0.7992806434631348,-1.862645149230957e-06
15,3,0.0223392019979656,0.3525094985961914,-2.6345252990722656e-05
15,4,0.0120752761140466,0.5457348823547354,4.2945146560668945e-05
15,5,0.0075254975818097,0.2858304977416992,0.00030253827571868896
15,6,0.010803144890814999,0.5909090042114258,0.00013756752014165707
15,7,0.0225508958101273,0.9350161552429199,-0.000279501080513056
